,ARMA,ELM,ARMA+ELM,MLP,ARMA+MLP,ESN,ARMA+ESN,RBF,ARMA+RBF,ACTUAL
2019-02-15 18:00:00,3.33865757535515,3.5983328218047155,3.6745154999935763,3.8141785,3.4440352494579334,3.76357419224404,3.6925799138403135,3.713465,2.914930062995531,2.278
2019-02-15 19:00:00,3.089222732822452,3.85384461295949,3.9355606095708504,3.4183164,3.3350809252662996,3.2609524773753242,3.590176433213786,3.3777304,2.8704126513405184,3.2
2019-02-15 20:00:00,3.2721535262012953,3.592333889300995,3.7067140153352653,3.5770185,3.389286189928102,3.4556036640194248,3.7263611362385145,3.8584652,3.58122363652234,4.333
2019-02-15 21:00:00,3.8090433154643435,4.420720801774296,4.643589101334929,4.2404046,4.037215617710437,4.053167340732391,4.462116860147253,4.176066,3.7857307467997927,7.6
2019-02-15 22:00:00,5.313412478507448,5.133728182510306,5.924392083704027,5.691435,5.603800108970095,6.056747672516328,6.0531849180370845,3.9898224,5.501345446647097,5.015
2019-02-15 23:00:00,4.275617535255417,4.751112887900386,4.810454713196339,4.4785566,4.51848643555449,4.946857620673052,4.660701852516435,3.3119738,3.9948186232070775,4.144
2019-02-16 00:00:00,3.755786746522694,4.084348919837532,4.537178875816119,3.834219,4.056451171418934,4.055879959094935,4.468033772758836,3.3605561,3.8879297671525768,4.012
2019-02-16 01:00:00,3.407666243894451,4.000257588575975,4.467672864564658,3.6142,4.025682486875408,3.761032745602798,4.469206496116498,3.236303,3.5368438142374687,2.031
2019-02-16 02:00:00,2.5669236731135907,2.777008556654836,3.16770255986036,2.8941855,2.697567517718083,3.262612330299992,3.262890905081833,2.7401228,2.6792092871272626,0.548
2019-02-16 03:00:00,2.163840932600632,1.6078735802401782,2.7151190028645615,1.9401199,2.1931225488115693,1.82117018467924,3.056773520914743,2.4982815,2.105108899824753,0.572
2019-02-16 04:00:00,1.6469676916718563,2.0485670726808247,2.211319933542319,2.1338778,1.7645266478180965,1.6706198412885256,1.6678098344752121,2.924498,2.0533822004914364,0.865
2019-02-16 05:00:00,1.805324231433848,2.0211640085368314,2.3240154086115563,1.9785111,1.827681695270518,1.758713586840601,2.4314775541180884,3.2125602,2.223323975849131,1.96
2019-02-16 06:00:00,2.3160857460521767,2.696513305900585,2.8407936084807375,2.6766164,2.282662799122245,2.62996365250002,2.813874146314939,3.072893,1.8329219124340126,2.138
2019-02-16 07:00:00,2.0686644124756564,2.947735204086501,2.49010226386856,2.792454,2.3504565763245333,2.8752105221154864,2.509239370461122,2.9685774,2.964082102752756,0.492
2019-02-16 08:00:00,1.3231350927268901,1.7387365800059127,1.8547050553456688,1.9067352,1.756193354598228,1.9602729488548358,1.4391585003074365,2.5917132,2.727131560317222,1.395
2019-02-16 09:00:00,1.5040715174161259,2.468131977249251,2.030070264620859,2.0116858,1.9763224558316532,1.8129160431791387,2.195013341682947,3.2331393,2.708638472982532,0.979
2019-02-16 10:00:00,1.492758394293417,2.4660615555663705,1.9901846988390794,2.0156693,1.9453178654237882,1.9363023754551763,1.8035752411532482,3.5338202,2.6888781796022547,0.493
2019-02-16 11:00:00,1.6655792183590916,1.9780966604337173,2.0478725148115977,1.8437762,1.9773472733212498,1.8320082621765958,2.014264717996517,3.0993803,2.1964100784970313,1.795
2019-02-16 12:00:00,2.1053948883507347,2.405870866151017,2.6751359870558256,2.4004412,2.461131620833645,2.436801934022843,2.377349225319458,3.1126795,2.633810091445217,1.347
2019-02-16 13:00:00,2.259918147052365,2.480488669565736,2.8015661059997,2.4990587,2.6415190038333707,2.5852236557415242,2.562997505395205,3.006097,3.3917130765567594,2.14
2019-02-16 14:00:00,2.507917729030596,3.4232109395847945,2.9837974381349115,3.0617938,2.76299842895125,3.0384724520096524,2.6898192102713896,3.297028,3.2123611837730275,3.906
2019-02-16 15:00:00,2.914227178048355,4.487141909603837,3.4778258043714185,4.0684195,3.2764512800686187,3.98273652540033,3.379510103465349,3.5974889,3.783689668130142,4.411
