Data;Hora UTC;VENTO, VELOCIDADE HORARIA (m/s)
27/03/2020;0200 UTC;0
27/03/2020;0300 UTC;,8
27/03/2020;0400 UTC;,6
27/03/2020;0500 UTC;,4
27/03/2020;0600 UTC;0
27/03/2020;0700 UTC;,5
27/03/2020;0800 UTC;1,7
27/03/2020;0900 UTC;2,3
27/03/2020;1000 UTC;3,3
27/03/2020;1100 UTC;5
27/03/2020;1200 UTC;5,4
27/03/2020;1300 UTC;4,3
27/03/2020;1400 UTC;3,6
27/03/2020;1500 UTC;3,7
27/03/2020;1600 UTC;3,6
27/03/2020;1700 UTC;4
27/03/2020;1800 UTC;3,6
27/03/2020;1900 UTC;4,5
27/03/2020;2000 UTC;3,3
27/03/2020;2100 UTC;1,8
27/03/2020;2200 UTC;1,7
27/03/2020;2300 UTC;1,3
28/03/2020;0000 UTC;,8
28/03/2020;0100 UTC;,1
28/03/2020;0200 UTC;0
28/03/2020;0300 UTC;2,3
28/03/2020;0400 UTC;1,2
28/03/2020;0500 UTC;2
28/03/2020;0600 UTC;1,2
28/03/2020;0700 UTC;2,2
28/03/2020;0800 UTC;0
28/03/2020;0900 UTC;1,1
28/03/2020;1000 UTC;1,5
28/03/2020;1100 UTC;3,9
28/03/2020;1200 UTC;4,8
28/03/2020;1300 UTC;5,5
28/03/2020;1400 UTC;3,9
28/03/2020;1500 UTC;4,5
28/03/2020;1600 UTC;4,9
28/03/2020;1700 UTC;4,1
28/03/2020;1800 UTC;3,6
28/03/2020;1900 UTC;4
28/03/2020;2000 UTC;2,1
28/03/2020;2100 UTC;1,1
28/03/2020;2200 UTC;,3
28/03/2020;2300 UTC;1
29/03/2020;0000 UTC;1,4
29/03/2020;0100 UTC;1,4
29/03/2020;0200 UTC;1,3
29/03/2020;0300 UTC;1
29/03/2020;0400 UTC;1,6
29/03/2020;0500 UTC;,8
29/03/2020;0600 UTC;3
29/03/2020;0700 UTC;,5
29/03/2020;0800 UTC;,6
29/03/2020;0900 UTC;1,5
29/03/2020;1000 UTC;2,2
29/03/2020;1100 UTC;3,8
29/03/2020;1200 UTC;4,3
29/03/2020;1300 UTC;4,4
29/03/2020;1400 UTC;4,4
29/03/2020;1500 UTC;4,5
29/03/2020;1600 UTC;3,9
29/03/2020;1700 UTC;3,4
29/03/2020;1800 UTC;3,2
29/03/2020;1900 UTC;2,8
29/03/2020;2000 UTC;2,8
29/03/2020;2100 UTC;2,5
29/03/2020;2200 UTC;3,4
29/03/2020;2300 UTC;3,2
30/03/2020;0000 UTC;2,2
30/03/2020;0100 UTC;2,3
30/03/2020;0200 UTC;3,1
30/03/2020;0300 UTC;3
30/03/2020;0400 UTC;2,6
30/03/2020;0500 UTC;3
30/03/2020;0600 UTC;1,6
30/03/2020;0700 UTC;2,3
30/03/2020;0800 UTC;0
30/03/2020;0900 UTC;1,6
30/03/2020;1000 UTC;2,7
30/03/2020;1100 UTC;2,9
30/03/2020;1200 UTC;4,6
30/03/2020;1300 UTC;5,4
30/03/2020;1400 UTC;5,2
30/03/2020;1500 UTC;4
30/03/2020;1600 UTC;4,5
30/03/2020;1700 UTC;3,2
30/03/2020;1800 UTC;2,6
30/03/2020;1900 UTC;2,1
30/03/2020;2000 UTC;1,1
30/03/2020;2100 UTC;1,6
30/03/2020;2200 UTC;,2
30/03/2020;2300 UTC;0
31/03/2020;0000 UTC;,6
31/03/2020;0100 UTC;,5
31/03/2020;0200 UTC;,8
31/03/2020;0300 UTC;0
31/03/2020;0400 UTC;,1
31/03/2020;0500 UTC;1,1
31/03/2020;0600 UTC;1,4
31/03/2020;0700 UTC;2,3
31/03/2020;0800 UTC;3,3
31/03/2020;0900 UTC;2,5
31/03/2020;1000 UTC;1,8
31/03/2020;1100 UTC;3,1
31/03/2020;1200 UTC;3,9
31/03/2020;1300 UTC;4,1
31/03/2020;1400 UTC;4,1
31/03/2020;1500 UTC;4
31/03/2020;1600 UTC;3,3
31/03/2020;1700 UTC;2,8
31/03/2020;1800 UTC;2,7
31/03/2020;1900 UTC;2,2
31/03/2020;2000 UTC;2,6
31/03/2020;2100 UTC;1,8
31/03/2020;2200 UTC;,2
31/03/2020;2300 UTC;,7
01/04/2020;0000 UTC;,3
01/04/2020;0100 UTC;1
01/04/2020;0200 UTC;,3
01/04/2020;0300 UTC;,2
01/04/2020;0400 UTC;0
01/04/2020;0500 UTC;0
01/04/2020;0600 UTC;,6
01/04/2020;0700 UTC;,9
01/04/2020;0800 UTC;1,2
01/04/2020;0900 UTC;,8
01/04/2020;1000 UTC;1
01/04/2020;1100 UTC;3,1
01/04/2020;1200 UTC;4,4
01/04/2020;1300 UTC;5,1
01/04/2020;1400 UTC;4
01/04/2020;1500 UTC;3,7
01/04/2020;1600 UTC;3,9
01/04/2020;1700 UTC;2,9
01/04/2020;1800 UTC;3,1
01/04/2020;1900 UTC;3,5
01/04/2020;2000 UTC;2,2
01/04/2020;2100 UTC;1,2
01/04/2020;2200 UTC;,5
01/04/2020;2300 UTC;0
02/04/2020;0000 UTC;1,1
02/04/2020;0100 UTC;1,6
02/04/2020;0200 UTC;1,8
02/04/2020;0300 UTC;2,5
02/04/2020;0400 UTC;1,2
02/04/2020;0500 UTC;,1
02/04/2020;0600 UTC;1
02/04/2020;0700 UTC;1,1
02/04/2020;0800 UTC;0
02/04/2020;0900 UTC;,4
02/04/2020;1000 UTC;1,6
02/04/2020;1100 UTC;4
02/04/2020;1200 UTC;4,3
02/04/2020;1300 UTC;3,6
02/04/2020;1400 UTC;3
02/04/2020;1500 UTC;3
02/04/2020;1600 UTC;3
02/04/2020;1700 UTC;2,9
02/04/2020;1800 UTC;3,3
02/04/2020;1900 UTC;2,7
02/04/2020;2000 UTC;2,8
02/04/2020;2100 UTC;1,8
02/04/2020;2200 UTC;2,5
02/04/2020;2300 UTC;,9
03/04/2020;0000 UTC;1
03/04/2020;0100 UTC;,2
03/04/2020;0200 UTC;,3
03/04/2020;0300 UTC;1,1
03/04/2020;0400 UTC;,9
03/04/2020;0500 UTC;,8
03/04/2020;0600 UTC;,9
03/04/2020;0700 UTC;1,2
03/04/2020;0800 UTC;,1
03/04/2020;0900 UTC;,9
03/04/2020;1000 UTC;1,5
03/04/2020;1100 UTC;2,7
03/04/2020;1200 UTC;3
03/04/2020;1300 UTC;3,9
03/04/2020;1400 UTC;3,5
03/04/2020;1500 UTC;2,9
03/04/2020;1600 UTC;2,1
03/04/2020;1700 UTC;2,1
03/04/2020;1800 UTC;3,1
03/04/2020;1900 UTC;2,9
03/04/2020;2000 UTC;1,5
03/04/2020;2100 UTC;2
03/04/2020;2200 UTC;1
03/04/2020;2300 UTC;0
04/04/2020;0000 UTC;0
04/04/2020;0100 UTC;1,4
04/04/2020;0200 UTC;,6
04/04/2020;0300 UTC;0
04/04/2020;0400 UTC;0
04/04/2020;0500 UTC;,3
04/04/2020;0600 UTC;,4
04/04/2020;0700 UTC;,6
04/04/2020;0800 UTC;0
04/04/2020;0900 UTC;,4
04/04/2020;1000 UTC;,1
04/04/2020;1100 UTC;,1
04/04/2020;1200 UTC;1,5
04/04/2020;1300 UTC;3
04/04/2020;1400 UTC;3,9
04/04/2020;1500 UTC;2,9
04/04/2020;1600 UTC;1
04/04/2020;1700 UTC;3,9
04/04/2020;1800 UTC;1,7
04/04/2020;1900 UTC;2,7
04/04/2020;2000 UTC;1,5
04/04/2020;2100 UTC;1,6
04/04/2020;2200 UTC;,9
04/04/2020;2300 UTC;,8
05/04/2020;0000 UTC;1,6
05/04/2020;0100 UTC;,2
05/04/2020;0200 UTC;,4
05/04/2020;0300 UTC;1,4
05/04/2020;0400 UTC;,8
05/04/2020;0500 UTC;1,2
05/04/2020;0600 UTC;,3
05/04/2020;0700 UTC;,6
05/04/2020;0800 UTC;0
05/04/2020;0900 UTC;,8
05/04/2020;1000 UTC;1,1
05/04/2020;1100 UTC;,1
05/04/2020;1200 UTC;1
05/04/2020;1300 UTC;1,5
05/04/2020;1400 UTC;1,4
05/04/2020;1500 UTC;2
05/04/2020;1600 UTC;2,5
05/04/2020;1700 UTC;2,5
05/04/2020;1800 UTC;1,7
05/04/2020;1900 UTC;2,8
05/04/2020;2000 UTC;1,7
05/04/2020;2100 UTC;,6
05/04/2020;2200 UTC;1,1
05/04/2020;2300 UTC;,9
06/04/2020;0000 UTC;2,3
06/04/2020;0100 UTC;,5
06/04/2020;0200 UTC;,4
06/04/2020;0300 UTC;1,2
06/04/2020;0400 UTC;,4
06/04/2020;0500 UTC;1,5
06/04/2020;0600 UTC;0
06/04/2020;0700 UTC;,4
06/04/2020;0800 UTC;,2
06/04/2020;0900 UTC;,2
06/04/2020;1000 UTC;2,1
06/04/2020;1100 UTC;2,6
06/04/2020;1200 UTC;3,1
06/04/2020;1300 UTC;4
06/04/2020;1400 UTC;2,7
06/04/2020;1500 UTC;3,1
06/04/2020;1600 UTC;3
06/04/2020;1700 UTC;3,3
06/04/2020;1800 UTC;3,3
06/04/2020;1900 UTC;3,8
06/04/2020;2000 UTC;3,1
06/04/2020;2100 UTC;1,5
06/04/2020;2200 UTC;1,8
06/04/2020;2300 UTC;,7
07/04/2020;0000 UTC;,6
07/04/2020;0100 UTC;,6
07/04/2020;0200 UTC;,5
07/04/2020;0300 UTC;,2
07/04/2020;0400 UTC;,4
07/04/2020;0500 UTC;1,4
07/04/2020;0600 UTC;1,3
07/04/2020;0700 UTC;,8
07/04/2020;0800 UTC;,6
07/04/2020;0900 UTC;,9
07/04/2020;1000 UTC;0
07/04/2020;1100 UTC;3
07/04/2020;1200 UTC;3,4
07/04/2020;1300 UTC;3,5
07/04/2020;1400 UTC;4,2
07/04/2020;1500 UTC;4,2
07/04/2020;1600 UTC;3,6
07/04/2020;1700 UTC;4
07/04/2020;1800 UTC;2,9
07/04/2020;1900 UTC;3,1
07/04/2020;2000 UTC;3,1
07/04/2020;2100 UTC;2,5
07/04/2020;2200 UTC;1,6
07/04/2020;2300 UTC;1,1
08/04/2020;0000 UTC;1,2
08/04/2020;0100 UTC;,9
08/04/2020;0200 UTC;1,4
08/04/2020;0300 UTC;1,3
08/04/2020;0400 UTC;1,2
08/04/2020;0500 UTC;,1
08/04/2020;0600 UTC;0
08/04/2020;0700 UTC;,5
08/04/2020;0800 UTC;,4
08/04/2020;0900 UTC;,5
08/04/2020;1000 UTC;,3
08/04/2020;1100 UTC;1,1
08/04/2020;1200 UTC;3,1
08/04/2020;1300 UTC;3,9
08/04/2020;1400 UTC;2,9
08/04/2020;1500 UTC;2,9
08/04/2020;1600 UTC;2,3
08/04/2020;1700 UTC;3
08/04/2020;1800 UTC;3,4
08/04/2020;1900 UTC;2,6
08/04/2020;2000 UTC;1,9
08/04/2020;2100 UTC;1,3
08/04/2020;2200 UTC;,5
08/04/2020;2300 UTC;0
09/04/2020;0000 UTC;1
09/04/2020;0100 UTC;,1
09/04/2020;0200 UTC;1,3
09/04/2020;0300 UTC;,7
09/04/2020;0400 UTC;0
09/04/2020;0500 UTC;,2
09/04/2020;0600 UTC;1
09/04/2020;0700 UTC;,5
09/04/2020;0800 UTC;,6
09/04/2020;0900 UTC;,5
09/04/2020;1000 UTC;1,4
09/04/2020;1100 UTC;,3
09/04/2020;1200 UTC;,7
09/04/2020;1300 UTC;1,3
09/04/2020;1400 UTC;3,3
09/04/2020;1500 UTC;1,7
09/04/2020;1600 UTC;2,5
09/04/2020;1700 UTC;1
09/04/2020;1800 UTC;2,2
09/04/2020;1900 UTC;2,8
09/04/2020;2000 UTC;3,5
09/04/2020;2100 UTC;2,1
09/04/2020;2200 UTC;,3
09/04/2020;2300 UTC;1,9
10/04/2020;0000 UTC;1,4
10/04/2020;0100 UTC;1,6
10/04/2020;0200 UTC;0
10/04/2020;0300 UTC;,8
10/04/2020;0400 UTC;1,2
10/04/2020;0500 UTC;,9
10/04/2020;0600 UTC;,4
10/04/2020;0700 UTC;,1
10/04/2020;0800 UTC;,4
10/04/2020;0900 UTC;0
10/04/2020;1000 UTC;,1
10/04/2020;1100 UTC;1,4
10/04/2020;1200 UTC;1,3
10/04/2020;1300 UTC;2,8
10/04/2020;1400 UTC;1,8
10/04/2020;1500 UTC;2,5
10/04/2020;1600 UTC;2,8
10/04/2020;1700 UTC;3,6
10/04/2020;1800 UTC;1,8
10/04/2020;1900 UTC;2,2
10/04/2020;2000 UTC;2
10/04/2020;2100 UTC;2
10/04/2020;2200 UTC;1,1
10/04/2020;2300 UTC;,5
11/04/2020;0000 UTC;1,3
11/04/2020;0100 UTC;,3
11/04/2020;0200 UTC;1,8
11/04/2020;0300 UTC;3,4
11/04/2020;0400 UTC;2,6
11/04/2020;0500 UTC;1,9
11/04/2020;0600 UTC;1,8
11/04/2020;0700 UTC;2,6
11/04/2020;0800 UTC;1,2
11/04/2020;0900 UTC;,5
11/04/2020;1000 UTC;0
11/04/2020;1100 UTC;,8
11/04/2020;1200 UTC;,2
11/04/2020;1300 UTC;1,2
11/04/2020;1400 UTC;1,9
11/04/2020;1500 UTC;1,2
11/04/2020;1600 UTC;,6
11/04/2020;1700 UTC;2,3
11/04/2020;1800 UTC;2,4
11/04/2020;1900 UTC;1,4
11/04/2020;2000 UTC;,9
11/04/2020;2100 UTC;,5
11/04/2020;2200 UTC;0
11/04/2020;2300 UTC;0
12/04/2020;0000 UTC;,9
12/04/2020;0100 UTC;0
12/04/2020;0200 UTC;,7
12/04/2020;0300 UTC;,1
12/04/2020;0400 UTC;0
12/04/2020;0500 UTC;0
12/04/2020;0600 UTC;0
12/04/2020;0700 UTC;0
12/04/2020;0800 UTC;,5
12/04/2020;0900 UTC;,8
12/04/2020;1000 UTC;,1
12/04/2020;1100 UTC;3,2
12/04/2020;1200 UTC;3
12/04/2020;1300 UTC;3
12/04/2020;1400 UTC;4,4
12/04/2020;1500 UTC;3,5
12/04/2020;1600 UTC;2,7
12/04/2020;1700 UTC;2
12/04/2020;1800 UTC;1,9
12/04/2020;1900 UTC;3,3
12/04/2020;2000 UTC;2
12/04/2020;2100 UTC;,6
12/04/2020;2200 UTC;0
12/04/2020;2300 UTC;,8
13/04/2020;0000 UTC;1
13/04/2020;0100 UTC;,1
13/04/2020;0200 UTC;,5
13/04/2020;0300 UTC;,4
13/04/2020;0400 UTC;0
13/04/2020;0500 UTC;0
13/04/2020;0600 UTC;0
13/04/2020;0700 UTC;0
13/04/2020;0800 UTC;,2
13/04/2020;0900 UTC;,1
13/04/2020;1000 UTC;0
13/04/2020;1100 UTC;,8
13/04/2020;1200 UTC;,4
13/04/2020;1300 UTC;1,1
13/04/2020;1400 UTC;1,9
13/04/2020;1500 UTC;1,9
13/04/2020;1600 UTC;4,2
13/04/2020;1700 UTC;3,2
13/04/2020;1800 UTC;2,6
13/04/2020;1900 UTC;1,3
13/04/2020;2000 UTC;1
13/04/2020;2100 UTC;1,5
13/04/2020;2200 UTC;1,4
13/04/2020;2300 UTC;,1
14/04/2020;0000 UTC;0
14/04/2020;0100 UTC;,1
14/04/2020;0200 UTC;,6
14/04/2020;0300 UTC;1,6
14/04/2020;0400 UTC;,4
14/04/2020;0500 UTC;,9
14/04/2020;0600 UTC;3,2
14/04/2020;0700 UTC;2,1
14/04/2020;0800 UTC;1,9
14/04/2020;0900 UTC;1,8
14/04/2020;1000 UTC;,3
14/04/2020;1100 UTC;,9
14/04/2020;1200 UTC;,4
14/04/2020;1300 UTC;,7
14/04/2020;1400 UTC;,6
14/04/2020;1500 UTC;1,1
14/04/2020;1600 UTC;1,2
14/04/2020;1700 UTC;1,2
14/04/2020;1800 UTC;2,7
14/04/2020;1900 UTC;2,3
14/04/2020;2000 UTC;1,2
14/04/2020;2100 UTC;0
14/04/2020;2200 UTC;,2
14/04/2020;2300 UTC;,8
15/04/2020;0000 UTC;,2
15/04/2020;0100 UTC;,2
15/04/2020;0200 UTC;0
15/04/2020;0300 UTC;0
15/04/2020;0400 UTC;0
15/04/2020;0500 UTC;,1
15/04/2020;0600 UTC;,5
15/04/2020;0700 UTC;0
15/04/2020;0800 UTC;0
15/04/2020;0900 UTC;,7
15/04/2020;1000 UTC;,7
15/04/2020;1100 UTC;1,6
15/04/2020;1200 UTC;1,4
15/04/2020;1300 UTC;,4
15/04/2020;1400 UTC;,9
15/04/2020;1500 UTC;1,3
15/04/2020;1600 UTC;1,9
15/04/2020;1700 UTC;2,7
15/04/2020;1800 UTC;4,6
15/04/2020;1900 UTC;3,6
15/04/2020;2000 UTC;1,6
15/04/2020;2100 UTC;,2
15/04/2020;2200 UTC;0
15/04/2020;2300 UTC;0
16/04/2020;0000 UTC;,6
16/04/2020;0100 UTC;,1
16/04/2020;0200 UTC;,1
16/04/2020;0300 UTC;0
16/04/2020;0400 UTC;,5
16/04/2020;0500 UTC;,8
16/04/2020;0600 UTC;1,1
16/04/2020;0700 UTC;,9
16/04/2020;0800 UTC;,2
16/04/2020;0900 UTC;,9
16/04/2020;1000 UTC;,3
16/04/2020;1100 UTC;1,5
16/04/2020;1200 UTC;2,7
16/04/2020;1300 UTC;3,5
16/04/2020;1400 UTC;3,7
16/04/2020;1500 UTC;3,6
16/04/2020;1600 UTC;4
16/04/2020;1700 UTC;5,3
16/04/2020;1800 UTC;3,6
16/04/2020;1900 UTC;2,4
16/04/2020;2000 UTC;2,4
16/04/2020;2100 UTC;1,7
16/04/2020;2200 UTC;1,4
16/04/2020;2300 UTC;,4
17/04/2020;0000 UTC;,4
17/04/2020;0100 UTC;1,1
17/04/2020;0200 UTC;1,2
17/04/2020;0300 UTC;,5
17/04/2020;0400 UTC;,7
17/04/2020;0500 UTC;,1
17/04/2020;0600 UTC;,8
17/04/2020;0700 UTC;0
17/04/2020;0800 UTC;,7
17/04/2020;0900 UTC;,5
17/04/2020;1000 UTC;,6
17/04/2020;1100 UTC;1,3
17/04/2020;1200 UTC;3,7
17/04/2020;1300 UTC;2,8
17/04/2020;1400 UTC;2,4
17/04/2020;1500 UTC;2,9
17/04/2020;1600 UTC;1,8
17/04/2020;1700 UTC;1,2
17/04/2020;1800 UTC;3
17/04/2020;1900 UTC;2,8
17/04/2020;2000 UTC;2,2
17/04/2020;2100 UTC;,1
17/04/2020;2200 UTC;0
17/04/2020;2300 UTC;1,7
18/04/2020;0000 UTC;,9
18/04/2020;0100 UTC;,6
18/04/2020;0200 UTC;,2
18/04/2020;0300 UTC;0
18/04/2020;0400 UTC;,1
18/04/2020;0500 UTC;,6
18/04/2020;0600 UTC;,2
18/04/2020;0700 UTC;2,1
18/04/2020;0800 UTC;2,3
18/04/2020;0900 UTC;1,5
18/04/2020;1000 UTC;1,8
18/04/2020;1100 UTC;1,8
18/04/2020;1200 UTC;1,7
18/04/2020;1300 UTC;,9
18/04/2020;1400 UTC;,5
18/04/2020;1500 UTC;,9
18/04/2020;1600 UTC;1,4
18/04/2020;1700 UTC;,5
18/04/2020;1800 UTC;1,1
18/04/2020;1900 UTC;,5
18/04/2020;2000 UTC;,8
18/04/2020;2100 UTC;,5
18/04/2020;2200 UTC;0
18/04/2020;2300 UTC;,5
19/04/2020;0000 UTC;,5
19/04/2020;0100 UTC;,9
19/04/2020;0200 UTC;,5
19/04/2020;0300 UTC;1,1
19/04/2020;0400 UTC;,4
19/04/2020;0500 UTC;,5
19/04/2020;0600 UTC;0
19/04/2020;0700 UTC;3,4
19/04/2020;0800 UTC;1,7
19/04/2020;0900 UTC;1,1
19/04/2020;1000 UTC;0
19/04/2020;1100 UTC;2,1
19/04/2020;1200 UTC;,3
19/04/2020;1300 UTC;3,1
19/04/2020;1400 UTC;2,8
19/04/2020;1500 UTC;2,7
19/04/2020;1600 UTC;3
19/04/2020;1700 UTC;3,3
19/04/2020;1800 UTC;3,8
19/04/2020;1900 UTC;2,7
19/04/2020;2000 UTC;1,7
19/04/2020;2100 UTC;0
19/04/2020;2200 UTC;,3
19/04/2020;2300 UTC;,8
20/04/2020;0000 UTC;,6
20/04/2020;0100 UTC;1,2
20/04/2020;0200 UTC;1,4
20/04/2020;0300 UTC;1,9
20/04/2020;0400 UTC;,9
20/04/2020;0500 UTC;0
20/04/2020;0600 UTC;1
20/04/2020;0700 UTC;0
20/04/2020;0800 UTC;,3
20/04/2020;0900 UTC;0
20/04/2020;1000 UTC;1,3
20/04/2020;1100 UTC;1,3
20/04/2020;1200 UTC;3,7
20/04/2020;1300 UTC;3,9
20/04/2020;1400 UTC;3,3
20/04/2020;1500 UTC;2,5
20/04/2020;1600 UTC;1,6
20/04/2020;1700 UTC;3,3
20/04/2020;1800 UTC;2,9
20/04/2020;1900 UTC;1,9
20/04/2020;2000 UTC;1,5
20/04/2020;2100 UTC;,5
20/04/2020;2200 UTC;,9
20/04/2020;2300 UTC;,4
21/04/2020;0000 UTC;1,2
21/04/2020;0100 UTC;0
21/04/2020;0200 UTC;,3
21/04/2020;0300 UTC;0
21/04/2020;0400 UTC;0
21/04/2020;0500 UTC;0
21/04/2020;0600 UTC;0
21/04/2020;0700 UTC;,1
21/04/2020;0800 UTC;,6
21/04/2020;0900 UTC;,5
21/04/2020;1000 UTC;1,6
21/04/2020;1100 UTC;3,4
21/04/2020;1200 UTC;3,9
21/04/2020;1300 UTC;3,3
21/04/2020;1400 UTC;2,7
21/04/2020;1500 UTC;2,4
21/04/2020;1600 UTC;2,7
21/04/2020;1700 UTC;3,4
21/04/2020;1800 UTC;3,8
21/04/2020;1900 UTC;2,9
21/04/2020;2000 UTC;1
21/04/2020;2100 UTC;,5
21/04/2020;2200 UTC;1,2
21/04/2020;2300 UTC;0
22/04/2020;0000 UTC;,2
22/04/2020;0100 UTC;0
22/04/2020;0200 UTC;1,4
22/04/2020;0300 UTC;0
22/04/2020;0400 UTC;,3
22/04/2020;0500 UTC;0
22/04/2020;0600 UTC;,1
22/04/2020;0700 UTC;,1
22/04/2020;0800 UTC;0
22/04/2020;0900 UTC;0
22/04/2020;1000 UTC;,5
22/04/2020;1100 UTC;,8
22/04/2020;1200 UTC;2,6
22/04/2020;1300 UTC;2,9
22/04/2020;1400 UTC;3,2
22/04/2020;1500 UTC;2,1
22/04/2020;1600 UTC;2,7
22/04/2020;1700 UTC;2,4
22/04/2020;1800 UTC;2,5
22/04/2020;1900 UTC;2,3
22/04/2020;2000 UTC;1,3
22/04/2020;2100 UTC;0
22/04/2020;2200 UTC;0
22/04/2020;2300 UTC;0
23/04/2020;0000 UTC;,4
23/04/2020;0100 UTC;,1
23/04/2020;0200 UTC;,3
23/04/2020;0300 UTC;,6
23/04/2020;0400 UTC;1,1
23/04/2020;0500 UTC;1,3
23/04/2020;0600 UTC;,8
23/04/2020;0700 UTC;,6
23/04/2020;0800 UTC;,2
23/04/2020;0900 UTC;0
23/04/2020;1000 UTC;0
23/04/2020;1100 UTC;3,3
23/04/2020;1200 UTC;2,7
23/04/2020;1300 UTC;2,4
23/04/2020;1400 UTC;1,5
23/04/2020;1500 UTC;2,5
23/04/2020;1600 UTC;2
23/04/2020;1700 UTC;1,9
23/04/2020;1800 UTC;1,7
23/04/2020;1900 UTC;1,5
23/04/2020;2000 UTC;2,2
23/04/2020;2100 UTC;,6
23/04/2020;2200 UTC;,6
23/04/2020;2300 UTC;,8
24/04/2020;0000 UTC;0
24/04/2020;0100 UTC;,7
24/04/2020;0200 UTC;,9
24/04/2020;0300 UTC;1,3
24/04/2020;0400 UTC;0
24/04/2020;0500 UTC;0
24/04/2020;0600 UTC;,5
24/04/2020;0700 UTC;0
24/04/2020;0800 UTC;,2
24/04/2020;0900 UTC;,5
24/04/2020;1000 UTC;0
24/04/2020;1100 UTC;1,5
24/04/2020;1200 UTC;4,4
24/04/2020;1300 UTC;4
24/04/2020;1400 UTC;4,2
24/04/2020;1500 UTC;3,5
24/04/2020;1600 UTC;2,8
24/04/2020;1700 UTC;2,3
24/04/2020;1800 UTC;3,2
24/04/2020;1900 UTC;3,6
24/04/2020;2000 UTC;2,4
24/04/2020;2100 UTC;1,2
24/04/2020;2200 UTC;1,4
24/04/2020;2300 UTC;3,1
25/04/2020;0000 UTC;2,8
25/04/2020;0100 UTC;2,7
25/04/2020;0200 UTC;2,6
25/04/2020;0300 UTC;1,6
25/04/2020;0400 UTC;2
25/04/2020;0500 UTC;3,9
25/04/2020;0600 UTC;2,9
25/04/2020;0700 UTC;1,8
25/04/2020;0800 UTC;1,1
25/04/2020;0900 UTC;,7
25/04/2020;1000 UTC;2,4
25/04/2020;1100 UTC;4,1
25/04/2020;1200 UTC;4,7
25/04/2020;1300 UTC;3,5
25/04/2020;1400 UTC;4,2
25/04/2020;1500 UTC;3,2
25/04/2020;1600 UTC;4,1
25/04/2020;1700 UTC;3,4
25/04/2020;1800 UTC;2,9
25/04/2020;1900 UTC;3
25/04/2020;2000 UTC;1,4
25/04/2020;2100 UTC;1,3
25/04/2020;2200 UTC;,3
25/04/2020;2300 UTC;,3
26/04/2020;0000 UTC;,2
26/04/2020;0100 UTC;,8
26/04/2020;0200 UTC;1,7
26/04/2020;0300 UTC;1,2
26/04/2020;0400 UTC;,8
26/04/2020;0500 UTC;2
26/04/2020;0600 UTC;2,1
26/04/2020;0700 UTC;1,8
26/04/2020;0800 UTC;1,7
26/04/2020;0900 UTC;1,2
26/04/2020;1000 UTC;1,5
26/04/2020;1100 UTC;3,8
26/04/2020;1200 UTC;4,8
26/04/2020;1300 UTC;4,2
26/04/2020;1400 UTC;4
26/04/2020;1500 UTC;4,2
26/04/2020;1600 UTC;3,8
26/04/2020;1700 UTC;4,2
26/04/2020;1800 UTC;3,5
26/04/2020;1900 UTC;2,4
26/04/2020;2000 UTC;1,7
26/04/2020;2100 UTC;1,1
26/04/2020;2200 UTC;1,4
26/04/2020;2300 UTC;,8
27/04/2020;0000 UTC;1,3
27/04/2020;0100 UTC;,7
27/04/2020;0200 UTC;,8
27/04/2020;0300 UTC;,8
27/04/2020;0400 UTC;1,7
27/04/2020;0500 UTC;0
27/04/2020;0600 UTC;1,3
27/04/2020;0700 UTC;1,1
27/04/2020;0800 UTC;1,8
27/04/2020;0900 UTC;1,9
27/04/2020;1000 UTC;2,8
27/04/2020;1100 UTC;4,4
27/04/2020;1200 UTC;4,5
27/04/2020;1300 UTC;3,5
27/04/2020;1400 UTC;4,7
27/04/2020;1500 UTC;4,9
27/04/2020;1600 UTC;3,2
27/04/2020;1700 UTC;4,7
27/04/2020;1800 UTC;4,3
27/04/2020;1900 UTC;2,5
27/04/2020;2000 UTC;2,5
27/04/2020;2100 UTC;1,1
27/04/2020;2200 UTC;,5
27/04/2020;2300 UTC;1,3
28/04/2020;0000 UTC;1,5
28/04/2020;0100 UTC;0
28/04/2020;0200 UTC;2,3
28/04/2020;0300 UTC;3,9
28/04/2020;0400 UTC;4,8
28/04/2020;0500 UTC;2,6
28/04/2020;0600 UTC;1,2
28/04/2020;0700 UTC;,5
28/04/2020;0800 UTC;2
28/04/2020;0900 UTC;2,6
28/04/2020;1000 UTC;1,8
28/04/2020;1100 UTC;3,7
28/04/2020;1200 UTC;5,1
28/04/2020;1300 UTC;4,8
28/04/2020;1400 UTC;5,2
28/04/2020;1500 UTC;5,1
28/04/2020;1600 UTC;5,3
28/04/2020;1700 UTC;5,5
28/04/2020;1800 UTC;4,7
28/04/2020;1900 UTC;3,2
28/04/2020;2000 UTC;2,2
28/04/2020;2100 UTC;2,6
28/04/2020;2200 UTC;2,3
28/04/2020;2300 UTC;1,6
29/04/2020;0000 UTC;1,4
29/04/2020;0100 UTC;0
29/04/2020;0200 UTC;,1
29/04/2020;0300 UTC;1,3
29/04/2020;0400 UTC;1,4
29/04/2020;0500 UTC;1,6
29/04/2020;0600 UTC;2,3
29/04/2020;0700 UTC;2,4
29/04/2020;0800 UTC;1,8
29/04/2020;0900 UTC;2,2
29/04/2020;1000 UTC;2,5
29/04/2020;1100 UTC;4,3
29/04/2020;1200 UTC;4,3
