Data;Hora UTC;VENTO, VELOCIDADE HORARIA (m/s)
03/10/2020;0600 UTC;
03/10/2020;0700 UTC;
03/10/2020;0800 UTC;
03/10/2020;0900 UTC;
03/10/2020;1000 UTC;
03/10/2020;1100 UTC;
03/10/2020;1200 UTC;
03/10/2020;1300 UTC;
03/10/2020;1400 UTC;
03/10/2020;1500 UTC;
03/10/2020;1600 UTC;
03/10/2020;1700 UTC;
03/10/2020;1800 UTC;
03/10/2020;1900 UTC;
03/10/2020;2000 UTC;
03/10/2020;2100 UTC;
03/10/2020;2200 UTC;
03/10/2020;2300 UTC;
04/10/2020;0000 UTC;
04/10/2020;0100 UTC;
04/10/2020;0200 UTC;
04/10/2020;0300 UTC;
04/10/2020;0400 UTC;
04/10/2020;0500 UTC;
04/10/2020;0600 UTC;
04/10/2020;0700 UTC;
04/10/2020;0800 UTC;
04/10/2020;0900 UTC;
04/10/2020;1000 UTC;
04/10/2020;1100 UTC;
04/10/2020;1200 UTC;
04/10/2020;1300 UTC;
04/10/2020;1400 UTC;
04/10/2020;1500 UTC;
04/10/2020;1600 UTC;
04/10/2020;1700 UTC;
04/10/2020;1800 UTC;
04/10/2020;1900 UTC;
04/10/2020;2000 UTC;
04/10/2020;2100 UTC;
04/10/2020;2200 UTC;
04/10/2020;2300 UTC;
05/10/2020;0000 UTC;
05/10/2020;0100 UTC;
05/10/2020;0200 UTC;
05/10/2020;0300 UTC;
05/10/2020;0400 UTC;
05/10/2020;0500 UTC;
05/10/2020;0600 UTC;
05/10/2020;0700 UTC;
05/10/2020;0800 UTC;
05/10/2020;0900 UTC;
05/10/2020;1000 UTC;
05/10/2020;1100 UTC;
05/10/2020;1200 UTC;
05/10/2020;1300 UTC;
05/10/2020;1400 UTC;
05/10/2020;1500 UTC;
05/10/2020;1600 UTC;
05/10/2020;1700 UTC;
05/10/2020;1800 UTC;
05/10/2020;1900 UTC;
05/10/2020;2000 UTC;
05/10/2020;2100 UTC;
05/10/2020;2200 UTC;
05/10/2020;2300 UTC;
06/10/2020;0000 UTC;
06/10/2020;0100 UTC;
06/10/2020;0200 UTC;
06/10/2020;0300 UTC;
06/10/2020;0400 UTC;
06/10/2020;0500 UTC;
06/10/2020;0600 UTC;
06/10/2020;0700 UTC;
06/10/2020;0800 UTC;
06/10/2020;0900 UTC;
06/10/2020;1000 UTC;
06/10/2020;1100 UTC;
06/10/2020;1200 UTC;
06/10/2020;1300 UTC;
06/10/2020;1400 UTC;
06/10/2020;1500 UTC;
06/10/2020;1600 UTC;
06/10/2020;1700 UTC;
06/10/2020;1800 UTC;
06/10/2020;1900 UTC;
06/10/2020;2000 UTC;
06/10/2020;2100 UTC;
06/10/2020;2200 UTC;
06/10/2020;2300 UTC;
07/10/2020;0000 UTC;
07/10/2020;0100 UTC;
07/10/2020;0200 UTC;
07/10/2020;0300 UTC;
07/10/2020;0400 UTC;
07/10/2020;0500 UTC;
07/10/2020;0600 UTC;
07/10/2020;0700 UTC;
07/10/2020;0800 UTC;
07/10/2020;0900 UTC;
07/10/2020;1000 UTC;
07/10/2020;1100 UTC;
07/10/2020;1200 UTC;
07/10/2020;1300 UTC;
07/10/2020;1400 UTC;
07/10/2020;1500 UTC;
07/10/2020;1600 UTC;
07/10/2020;1700 UTC;
07/10/2020;1800 UTC;
07/10/2020;1900 UTC;
07/10/2020;2000 UTC;
07/10/2020;2100 UTC;
07/10/2020;2200 UTC;
07/10/2020;2300 UTC;
08/10/2020;0000 UTC;
08/10/2020;0100 UTC;
08/10/2020;0200 UTC;
08/10/2020;0300 UTC;
08/10/2020;0400 UTC;
08/10/2020;0500 UTC;
08/10/2020;0600 UTC;
08/10/2020;0700 UTC;
08/10/2020;0800 UTC;
08/10/2020;0900 UTC;
08/10/2020;1000 UTC;
08/10/2020;1100 UTC;
08/10/2020;1200 UTC;
08/10/2020;1300 UTC;
08/10/2020;1400 UTC;
08/10/2020;1500 UTC;
08/10/2020;1600 UTC;
08/10/2020;1700 UTC;
08/10/2020;1800 UTC;
08/10/2020;1900 UTC;
08/10/2020;2000 UTC;
08/10/2020;2100 UTC;
08/10/2020;2200 UTC;
08/10/2020;2300 UTC;
09/10/2020;0000 UTC;
09/10/2020;0100 UTC;
09/10/2020;0200 UTC;
09/10/2020;0300 UTC;
09/10/2020;0400 UTC;
09/10/2020;0500 UTC;
09/10/2020;0600 UTC;
09/10/2020;0700 UTC;
09/10/2020;0800 UTC;
09/10/2020;0900 UTC;
09/10/2020;1000 UTC;
09/10/2020;1100 UTC;
09/10/2020;1200 UTC;
09/10/2020;1300 UTC;
09/10/2020;1400 UTC;
09/10/2020;1500 UTC;
09/10/2020;1600 UTC;
09/10/2020;1700 UTC;
09/10/2020;1800 UTC;
09/10/2020;1900 UTC;
09/10/2020;2000 UTC;
09/10/2020;2100 UTC;
09/10/2020;2200 UTC;
09/10/2020;2300 UTC;
10/10/2020;0000 UTC;
10/10/2020;0100 UTC;
10/10/2020;0200 UTC;
10/10/2020;0300 UTC;
10/10/2020;0400 UTC;
10/10/2020;0500 UTC;
10/10/2020;0600 UTC;
10/10/2020;0700 UTC;
10/10/2020;0800 UTC;
10/10/2020;0900 UTC;
10/10/2020;1000 UTC;
10/10/2020;1100 UTC;
10/10/2020;1200 UTC;
10/10/2020;1300 UTC;
10/10/2020;1400 UTC;
10/10/2020;1500 UTC;
10/10/2020;1600 UTC;
10/10/2020;1700 UTC;
10/10/2020;1800 UTC;
10/10/2020;1900 UTC;
10/10/2020;2000 UTC;
10/10/2020;2100 UTC;
10/10/2020;2200 UTC;
10/10/2020;2300 UTC;
11/10/2020;0000 UTC;
11/10/2020;0100 UTC;
11/10/2020;0200 UTC;
11/10/2020;0300 UTC;
11/10/2020;0400 UTC;
11/10/2020;0500 UTC;
11/10/2020;0600 UTC;
11/10/2020;0700 UTC;
11/10/2020;0800 UTC;
11/10/2020;0900 UTC;
11/10/2020;1000 UTC;
11/10/2020;1100 UTC;
11/10/2020;1200 UTC;
11/10/2020;1300 UTC;
11/10/2020;1400 UTC;
11/10/2020;1500 UTC;
11/10/2020;1600 UTC;
11/10/2020;1700 UTC;
11/10/2020;1800 UTC;
11/10/2020;1900 UTC;
11/10/2020;2000 UTC;
11/10/2020;2100 UTC;
11/10/2020;2200 UTC;
11/10/2020;2300 UTC;
12/10/2020;0000 UTC;
12/10/2020;0100 UTC;
12/10/2020;0200 UTC;
12/10/2020;0300 UTC;
12/10/2020;0400 UTC;
12/10/2020;0500 UTC;
12/10/2020;0600 UTC;
12/10/2020;0700 UTC;
12/10/2020;0800 UTC;
12/10/2020;0900 UTC;
12/10/2020;1000 UTC;
12/10/2020;1100 UTC;
12/10/2020;1200 UTC;
12/10/2020;1300 UTC;
12/10/2020;1400 UTC;
12/10/2020;1500 UTC;
12/10/2020;1600 UTC;
12/10/2020;1700 UTC;
12/10/2020;1800 UTC;
12/10/2020;1900 UTC;
12/10/2020;2000 UTC;
12/10/2020;2100 UTC;
12/10/2020;2200 UTC;
12/10/2020;2300 UTC;
13/10/2020;0000 UTC;
13/10/2020;0100 UTC;
13/10/2020;0200 UTC;
13/10/2020;0300 UTC;
13/10/2020;0400 UTC;
13/10/2020;0500 UTC;
13/10/2020;0600 UTC;
13/10/2020;0700 UTC;
13/10/2020;0800 UTC;
13/10/2020;0900 UTC;
13/10/2020;1000 UTC;
13/10/2020;1100 UTC;
13/10/2020;1200 UTC;
13/10/2020;1300 UTC;
13/10/2020;1400 UTC;
13/10/2020;1500 UTC;
13/10/2020;1600 UTC;
13/10/2020;1700 UTC;
13/10/2020;1800 UTC;
13/10/2020;1900 UTC;
13/10/2020;2000 UTC;
13/10/2020;2100 UTC;
13/10/2020;2200 UTC;
13/10/2020;2300 UTC;
14/10/2020;0000 UTC;
14/10/2020;0100 UTC;
14/10/2020;0200 UTC;
14/10/2020;0300 UTC;
14/10/2020;0400 UTC;
14/10/2020;0500 UTC;
14/10/2020;0600 UTC;
14/10/2020;0700 UTC;
14/10/2020;0800 UTC;
14/10/2020;0900 UTC;
14/10/2020;1000 UTC;
14/10/2020;1100 UTC;
14/10/2020;1200 UTC;
14/10/2020;1300 UTC;
14/10/2020;1400 UTC;
14/10/2020;1500 UTC;
14/10/2020;1600 UTC;
14/10/2020;1700 UTC;
14/10/2020;1800 UTC;
14/10/2020;1900 UTC;
14/10/2020;2000 UTC;
14/10/2020;2100 UTC;
14/10/2020;2200 UTC;
14/10/2020;2300 UTC;
15/10/2020;0000 UTC;
15/10/2020;0100 UTC;
15/10/2020;0200 UTC;
15/10/2020;0300 UTC;
15/10/2020;0400 UTC;
15/10/2020;0500 UTC;
15/10/2020;0600 UTC;
15/10/2020;0700 UTC;
15/10/2020;0800 UTC;
15/10/2020;0900 UTC;
15/10/2020;1000 UTC;
15/10/2020;1100 UTC;
15/10/2020;1200 UTC;
15/10/2020;1300 UTC;
15/10/2020;1400 UTC;
15/10/2020;1500 UTC;
15/10/2020;1600 UTC;
15/10/2020;1700 UTC;
15/10/2020;1800 UTC;
15/10/2020;1900 UTC;
15/10/2020;2000 UTC;
15/10/2020;2100 UTC;
15/10/2020;2200 UTC;
15/10/2020;2300 UTC;
16/10/2020;0000 UTC;
16/10/2020;0100 UTC;
16/10/2020;0200 UTC;
16/10/2020;0300 UTC;
16/10/2020;0400 UTC;
16/10/2020;0500 UTC;
16/10/2020;0600 UTC;
16/10/2020;0700 UTC;
16/10/2020;0800 UTC;
16/10/2020;0900 UTC;
16/10/2020;1000 UTC;
16/10/2020;1100 UTC;
16/10/2020;1200 UTC;
16/10/2020;1300 UTC;
16/10/2020;1400 UTC;
16/10/2020;1500 UTC;
16/10/2020;1600 UTC;
16/10/2020;1700 UTC;
16/10/2020;1800 UTC;
16/10/2020;1900 UTC;
16/10/2020;2000 UTC;
16/10/2020;2100 UTC;
16/10/2020;2200 UTC;
16/10/2020;2300 UTC;
17/10/2020;0000 UTC;
17/10/2020;0100 UTC;
17/10/2020;0200 UTC;
17/10/2020;0300 UTC;
17/10/2020;0400 UTC;
17/10/2020;0500 UTC;
17/10/2020;0600 UTC;
17/10/2020;0700 UTC;
17/10/2020;0800 UTC;
17/10/2020;0900 UTC;
17/10/2020;1000 UTC;
17/10/2020;1100 UTC;
17/10/2020;1200 UTC;
17/10/2020;1300 UTC;
17/10/2020;1400 UTC;
17/10/2020;1500 UTC;
17/10/2020;1600 UTC;
17/10/2020;1700 UTC;
17/10/2020;1800 UTC;
17/10/2020;1900 UTC;
17/10/2020;2000 UTC;
17/10/2020;2100 UTC;
17/10/2020;2200 UTC;
17/10/2020;2300 UTC;
18/10/2020;0000 UTC;
18/10/2020;0100 UTC;
18/10/2020;0200 UTC;
18/10/2020;0300 UTC;
18/10/2020;0400 UTC;
18/10/2020;0500 UTC;
18/10/2020;0600 UTC;
18/10/2020;0700 UTC;
18/10/2020;0800 UTC;
18/10/2020;0900 UTC;
18/10/2020;1000 UTC;
18/10/2020;1100 UTC;
18/10/2020;1200 UTC;
18/10/2020;1300 UTC;
18/10/2020;1400 UTC;
18/10/2020;1500 UTC;
18/10/2020;1600 UTC;
18/10/2020;1700 UTC;
18/10/2020;1800 UTC;
18/10/2020;1900 UTC;
18/10/2020;2000 UTC;
18/10/2020;2100 UTC;
18/10/2020;2200 UTC;
18/10/2020;2300 UTC;
19/10/2020;0000 UTC;
19/10/2020;0100 UTC;
19/10/2020;0200 UTC;
19/10/2020;0300 UTC;
19/10/2020;0400 UTC;
19/10/2020;0500 UTC;
19/10/2020;0600 UTC;
19/10/2020;0700 UTC;
19/10/2020;0800 UTC;
19/10/2020;0900 UTC;
19/10/2020;1000 UTC;
19/10/2020;1100 UTC;
19/10/2020;1200 UTC;
19/10/2020;1300 UTC;
19/10/2020;1400 UTC;
19/10/2020;1500 UTC;
19/10/2020;1600 UTC;
19/10/2020;1700 UTC;
19/10/2020;1800 UTC;
19/10/2020;1900 UTC;
19/10/2020;2000 UTC;
19/10/2020;2100 UTC;
19/10/2020;2200 UTC;
19/10/2020;2300 UTC;
20/10/2020;0000 UTC;
20/10/2020;0100 UTC;
20/10/2020;0200 UTC;
20/10/2020;0300 UTC;
20/10/2020;0400 UTC;
20/10/2020;0500 UTC;
20/10/2020;0600 UTC;
20/10/2020;0700 UTC;
20/10/2020;0800 UTC;
20/10/2020;0900 UTC;
20/10/2020;1000 UTC;
20/10/2020;1100 UTC;
20/10/2020;1200 UTC;
20/10/2020;1300 UTC;
20/10/2020;1400 UTC;
20/10/2020;1500 UTC;
20/10/2020;1600 UTC;
20/10/2020;1700 UTC;
20/10/2020;1800 UTC;
20/10/2020;1900 UTC;
20/10/2020;2000 UTC;
20/10/2020;2100 UTC;
20/10/2020;2200 UTC;
20/10/2020;2300 UTC;
21/10/2020;0000 UTC;
21/10/2020;0100 UTC;
21/10/2020;0200 UTC;
21/10/2020;0300 UTC;
21/10/2020;0400 UTC;
21/10/2020;0500 UTC;
21/10/2020;0600 UTC;
21/10/2020;0700 UTC;
21/10/2020;0800 UTC;
21/10/2020;0900 UTC;
21/10/2020;1000 UTC;
21/10/2020;1100 UTC;
21/10/2020;1200 UTC;
21/10/2020;1300 UTC;
21/10/2020;1400 UTC;
21/10/2020;1500 UTC;
21/10/2020;1600 UTC;
21/10/2020;1700 UTC;
21/10/2020;1800 UTC;
21/10/2020;1900 UTC;
21/10/2020;2000 UTC;
21/10/2020;2100 UTC;
21/10/2020;2200 UTC;
21/10/2020;2300 UTC;
22/10/2020;0000 UTC;
22/10/2020;0100 UTC;
22/10/2020;0200 UTC;
22/10/2020;0300 UTC;
22/10/2020;0400 UTC;
22/10/2020;0500 UTC;
22/10/2020;0600 UTC;
22/10/2020;0700 UTC;
22/10/2020;0800 UTC;
22/10/2020;0900 UTC;
22/10/2020;1000 UTC;
22/10/2020;1100 UTC;
22/10/2020;1200 UTC;
22/10/2020;1300 UTC;
22/10/2020;1400 UTC;
22/10/2020;1500 UTC;
22/10/2020;1600 UTC;
22/10/2020;1700 UTC;
22/10/2020;1800 UTC;
22/10/2020;1900 UTC;
22/10/2020;2000 UTC;
22/10/2020;2100 UTC;
22/10/2020;2200 UTC;
22/10/2020;2300 UTC;
23/10/2020;0000 UTC;
23/10/2020;0100 UTC;
23/10/2020;0200 UTC;
23/10/2020;0300 UTC;
23/10/2020;0400 UTC;
23/10/2020;0500 UTC;
23/10/2020;0600 UTC;
23/10/2020;0700 UTC;
23/10/2020;0800 UTC;
23/10/2020;0900 UTC;
23/10/2020;1000 UTC;
23/10/2020;1100 UTC;
23/10/2020;1200 UTC;
23/10/2020;1300 UTC;
23/10/2020;1400 UTC;
23/10/2020;1500 UTC;
23/10/2020;1600 UTC;
23/10/2020;1700 UTC;
23/10/2020;1800 UTC;
23/10/2020;1900 UTC;
23/10/2020;2000 UTC;
23/10/2020;2100 UTC;
23/10/2020;2200 UTC;
23/10/2020;2300 UTC;
24/10/2020;0000 UTC;
24/10/2020;0100 UTC;
24/10/2020;0200 UTC;
24/10/2020;0300 UTC;
24/10/2020;0400 UTC;
24/10/2020;0500 UTC;
24/10/2020;0600 UTC;
24/10/2020;0700 UTC;
24/10/2020;0800 UTC;
24/10/2020;0900 UTC;
24/10/2020;1000 UTC;
24/10/2020;1100 UTC;
24/10/2020;1200 UTC;
24/10/2020;1300 UTC;
24/10/2020;1400 UTC;
24/10/2020;1500 UTC;
24/10/2020;1600 UTC;
24/10/2020;1700 UTC;
24/10/2020;1800 UTC;
24/10/2020;1900 UTC;
24/10/2020;2000 UTC;
24/10/2020;2100 UTC;
24/10/2020;2200 UTC;
24/10/2020;2300 UTC;
25/10/2020;0000 UTC;
25/10/2020;0100 UTC;
25/10/2020;0200 UTC;
25/10/2020;0300 UTC;
25/10/2020;0400 UTC;
25/10/2020;0500 UTC;
25/10/2020;0600 UTC;
25/10/2020;0700 UTC;
25/10/2020;0800 UTC;
25/10/2020;0900 UTC;
25/10/2020;1000 UTC;
25/10/2020;1100 UTC;
25/10/2020;1200 UTC;
25/10/2020;1300 UTC;
25/10/2020;1400 UTC;
25/10/2020;1500 UTC;
25/10/2020;1600 UTC;
25/10/2020;1700 UTC;
25/10/2020;1800 UTC;
25/10/2020;1900 UTC;
25/10/2020;2000 UTC;
25/10/2020;2100 UTC;
25/10/2020;2200 UTC;
25/10/2020;2300 UTC;
26/10/2020;0000 UTC;
26/10/2020;0100 UTC;
26/10/2020;0200 UTC;
26/10/2020;0300 UTC;
26/10/2020;0400 UTC;
26/10/2020;0500 UTC;
26/10/2020;0600 UTC;
26/10/2020;0700 UTC;
26/10/2020;0800 UTC;
26/10/2020;0900 UTC;
26/10/2020;1000 UTC;
26/10/2020;1100 UTC;
26/10/2020;1200 UTC;
26/10/2020;1300 UTC;
26/10/2020;1400 UTC;
26/10/2020;1500 UTC;
26/10/2020;1600 UTC;
26/10/2020;1700 UTC;
26/10/2020;1800 UTC;
26/10/2020;1900 UTC;
26/10/2020;2000 UTC;
26/10/2020;2100 UTC;
26/10/2020;2200 UTC;
26/10/2020;2300 UTC;
27/10/2020;0000 UTC;
27/10/2020;0100 UTC;
27/10/2020;0200 UTC;
27/10/2020;0300 UTC;
27/10/2020;0400 UTC;
27/10/2020;0500 UTC;
27/10/2020;0600 UTC;
27/10/2020;0700 UTC;
27/10/2020;0800 UTC;
27/10/2020;0900 UTC;
27/10/2020;1000 UTC;
27/10/2020;1100 UTC;
27/10/2020;1200 UTC;
27/10/2020;1300 UTC;
27/10/2020;1400 UTC;
27/10/2020;1500 UTC;
27/10/2020;1600 UTC;
27/10/2020;1700 UTC;
27/10/2020;1800 UTC;
27/10/2020;1900 UTC;
27/10/2020;2000 UTC;
27/10/2020;2100 UTC;
27/10/2020;2200 UTC;
27/10/2020;2300 UTC;
28/10/2020;0000 UTC;
28/10/2020;0100 UTC;
28/10/2020;0200 UTC;
28/10/2020;0300 UTC;
28/10/2020;0400 UTC;
28/10/2020;0500 UTC;
28/10/2020;0600 UTC;
28/10/2020;0700 UTC;
28/10/2020;0800 UTC;
28/10/2020;0900 UTC;
28/10/2020;1000 UTC;
28/10/2020;1100 UTC;
28/10/2020;1200 UTC;
28/10/2020;1300 UTC;
28/10/2020;1400 UTC;
28/10/2020;1500 UTC;
28/10/2020;1600 UTC;
28/10/2020;1700 UTC;
28/10/2020;1800 UTC;
28/10/2020;1900 UTC;
28/10/2020;2000 UTC;
28/10/2020;2100 UTC;
28/10/2020;2200 UTC;
28/10/2020;2300 UTC;
29/10/2020;0000 UTC;
29/10/2020;0100 UTC;
29/10/2020;0200 UTC;
29/10/2020;0300 UTC;
29/10/2020;0400 UTC;
29/10/2020;0500 UTC;
29/10/2020;0600 UTC;
29/10/2020;0700 UTC;
29/10/2020;0800 UTC;
29/10/2020;0900 UTC;
29/10/2020;1000 UTC;
29/10/2020;1100 UTC;
29/10/2020;1200 UTC;
29/10/2020;1300 UTC;
29/10/2020;1400 UTC;
29/10/2020;1500 UTC;
29/10/2020;1600 UTC;
29/10/2020;1700 UTC;
29/10/2020;1800 UTC;
29/10/2020;1900 UTC;
29/10/2020;2000 UTC;
29/10/2020;2100 UTC;
29/10/2020;2200 UTC;
29/10/2020;2300 UTC;
30/10/2020;0000 UTC;
30/10/2020;0100 UTC;
30/10/2020;0200 UTC;
30/10/2020;0300 UTC;
30/10/2020;0400 UTC;
30/10/2020;0500 UTC;
30/10/2020;0600 UTC;
30/10/2020;0700 UTC;
30/10/2020;0800 UTC;
30/10/2020;0900 UTC;
30/10/2020;1000 UTC;
30/10/2020;1100 UTC;
30/10/2020;1200 UTC;
30/10/2020;1300 UTC;
30/10/2020;1400 UTC;
30/10/2020;1500 UTC;
30/10/2020;1600 UTC;
30/10/2020;1700 UTC;
30/10/2020;1800 UTC;
30/10/2020;1900 UTC;
30/10/2020;2000 UTC;
30/10/2020;2100 UTC;
30/10/2020;2200 UTC;
30/10/2020;2300 UTC;
31/10/2020;0000 UTC;
31/10/2020;0100 UTC;
31/10/2020;0200 UTC;
31/10/2020;0300 UTC;
31/10/2020;0400 UTC;
31/10/2020;0500 UTC;
31/10/2020;0600 UTC;
31/10/2020;0700 UTC;
31/10/2020;0800 UTC;
31/10/2020;0900 UTC;
31/10/2020;1000 UTC;
31/10/2020;1100 UTC;
31/10/2020;1200 UTC;
31/10/2020;1300 UTC;
31/10/2020;1400 UTC;
31/10/2020;1500 UTC;
31/10/2020;1600 UTC;
31/10/2020;1700 UTC;
31/10/2020;1800 UTC;
31/10/2020;1900 UTC;
31/10/2020;2000 UTC;
31/10/2020;2100 UTC;
31/10/2020;2200 UTC;
31/10/2020;2300 UTC;
01/11/2020;0000 UTC;
01/11/2020;0100 UTC;
01/11/2020;0200 UTC;
01/11/2020;0300 UTC;
01/11/2020;0400 UTC;
01/11/2020;0500 UTC;
01/11/2020;0600 UTC;
01/11/2020;0700 UTC;
01/11/2020;0800 UTC;
01/11/2020;0900 UTC;
01/11/2020;1000 UTC;
01/11/2020;1100 UTC;
01/11/2020;1200 UTC;
01/11/2020;1300 UTC;
01/11/2020;1400 UTC;
01/11/2020;1500 UTC;
01/11/2020;1600 UTC;
01/11/2020;1700 UTC;
01/11/2020;1800 UTC;
01/11/2020;1900 UTC;
01/11/2020;2000 UTC;
01/11/2020;2100 UTC;
01/11/2020;2200 UTC;
01/11/2020;2300 UTC;
02/11/2020;0000 UTC;
02/11/2020;0100 UTC;
02/11/2020;0200 UTC;
02/11/2020;0300 UTC;
02/11/2020;0400 UTC;
02/11/2020;0500 UTC;
02/11/2020;0600 UTC;
02/11/2020;0700 UTC;
02/11/2020;0800 UTC;
02/11/2020;0900 UTC;
02/11/2020;1000 UTC;
02/11/2020;1100 UTC;
02/11/2020;1200 UTC;
02/11/2020;1300 UTC;
02/11/2020;1400 UTC;
02/11/2020;1500 UTC;
02/11/2020;1600 UTC;
02/11/2020;1700 UTC;
02/11/2020;1800 UTC;
02/11/2020;1900 UTC;
02/11/2020;2000 UTC;
02/11/2020;2100 UTC;
02/11/2020;2200 UTC;
02/11/2020;2300 UTC;
03/11/2020;0000 UTC;
03/11/2020;0100 UTC;
03/11/2020;0200 UTC;
03/11/2020;0300 UTC;
03/11/2020;0400 UTC;
03/11/2020;0500 UTC;
03/11/2020;0600 UTC;
03/11/2020;0700 UTC;
03/11/2020;0800 UTC;
03/11/2020;0900 UTC;
03/11/2020;1000 UTC;
03/11/2020;1100 UTC;
03/11/2020;1200 UTC;
03/11/2020;1300 UTC;
03/11/2020;1400 UTC;
03/11/2020;1500 UTC;
03/11/2020;1600 UTC;
03/11/2020;1700 UTC;
03/11/2020;1800 UTC;
03/11/2020;1900 UTC;
03/11/2020;2000 UTC;
03/11/2020;2100 UTC;
03/11/2020;2200 UTC;
03/11/2020;2300 UTC;
04/11/2020;0000 UTC;
04/11/2020;0100 UTC;
04/11/2020;0200 UTC;
04/11/2020;0300 UTC;
04/11/2020;0400 UTC;
04/11/2020;0500 UTC;
04/11/2020;0600 UTC;
04/11/2020;0700 UTC;
04/11/2020;0800 UTC;
04/11/2020;0900 UTC;
04/11/2020;1000 UTC;
04/11/2020;1100 UTC;
04/11/2020;1200 UTC;
04/11/2020;1300 UTC;
04/11/2020;1400 UTC;
04/11/2020;1500 UTC;
04/11/2020;1600 UTC;
04/11/2020;1700 UTC;
04/11/2020;1800 UTC;
04/11/2020;1900 UTC;
04/11/2020;2000 UTC;
04/11/2020;2100 UTC;
04/11/2020;2200 UTC;
04/11/2020;2300 UTC;
05/11/2020;0000 UTC;
05/11/2020;0100 UTC;
05/11/2020;0200 UTC;
05/11/2020;0300 UTC;
05/11/2020;0400 UTC;
05/11/2020;0500 UTC;
05/11/2020;0600 UTC;
05/11/2020;0700 UTC;
05/11/2020;0800 UTC;
05/11/2020;0900 UTC;
05/11/2020;1000 UTC;
05/11/2020;1100 UTC;
05/11/2020;1200 UTC;
05/11/2020;1300 UTC;
05/11/2020;1400 UTC;
05/11/2020;1500 UTC;
05/11/2020;1600 UTC;
05/11/2020;1700 UTC;
05/11/2020;1800 UTC;
05/11/2020;1900 UTC;
05/11/2020;2000 UTC;
05/11/2020;2100 UTC;
05/11/2020;2200 UTC;
05/11/2020;2300 UTC;
06/11/2020;0000 UTC;
06/11/2020;0100 UTC;
06/11/2020;0200 UTC;
06/11/2020;0300 UTC;
06/11/2020;0400 UTC;
06/11/2020;0500 UTC;
06/11/2020;0600 UTC;
06/11/2020;0700 UTC;
06/11/2020;0800 UTC;
06/11/2020;0900 UTC;
06/11/2020;1000 UTC;
06/11/2020;1100 UTC;
06/11/2020;1200 UTC;
06/11/2020;1300 UTC;
06/11/2020;1400 UTC;
06/11/2020;1500 UTC;
06/11/2020;1600 UTC;
06/11/2020;1700 UTC;
06/11/2020;1800 UTC;
06/11/2020;1900 UTC;
06/11/2020;2000 UTC;
06/11/2020;2100 UTC;
06/11/2020;2200 UTC;
06/11/2020;2300 UTC;
07/11/2020;0000 UTC;
07/11/2020;0100 UTC;
07/11/2020;0200 UTC;
07/11/2020;0300 UTC;
07/11/2020;0400 UTC;
07/11/2020;0500 UTC;
07/11/2020;0600 UTC;
07/11/2020;0700 UTC;
07/11/2020;0800 UTC;
07/11/2020;0900 UTC;
07/11/2020;1000 UTC;
07/11/2020;1100 UTC;
07/11/2020;1200 UTC;
07/11/2020;1300 UTC;
07/11/2020;1400 UTC;
07/11/2020;1500 UTC;
07/11/2020;1600 UTC;
07/11/2020;1700 UTC;
07/11/2020;1800 UTC;
07/11/2020;1900 UTC;
07/11/2020;2000 UTC;
07/11/2020;2100 UTC;
07/11/2020;2200 UTC;
07/11/2020;2300 UTC;
08/11/2020;0000 UTC;
08/11/2020;0100 UTC;
08/11/2020;0200 UTC;
08/11/2020;0300 UTC;
08/11/2020;0400 UTC;
08/11/2020;0500 UTC;
08/11/2020;0600 UTC;
08/11/2020;0700 UTC;
08/11/2020;0800 UTC;
08/11/2020;0900 UTC;
08/11/2020;1000 UTC;
08/11/2020;1100 UTC;
08/11/2020;1200 UTC;
08/11/2020;1300 UTC;
08/11/2020;1400 UTC;
08/11/2020;1500 UTC;
08/11/2020;1600 UTC;
08/11/2020;1700 UTC;
08/11/2020;1800 UTC;
08/11/2020;1900 UTC;
08/11/2020;2000 UTC;
08/11/2020;2100 UTC;
08/11/2020;2200 UTC;
08/11/2020;2300 UTC;
09/11/2020;0000 UTC;
09/11/2020;0100 UTC;
09/11/2020;0200 UTC;
09/11/2020;0300 UTC;
09/11/2020;0400 UTC;
09/11/2020;0500 UTC;
09/11/2020;0600 UTC;
09/11/2020;0700 UTC;
09/11/2020;0800 UTC;
09/11/2020;0900 UTC;
09/11/2020;1000 UTC;
09/11/2020;1100 UTC;
09/11/2020;1200 UTC;
09/11/2020;1300 UTC;
09/11/2020;1400 UTC;
09/11/2020;1500 UTC;
09/11/2020;1600 UTC;
09/11/2020;1700 UTC;
09/11/2020;1800 UTC;
09/11/2020;1900 UTC;
09/11/2020;2000 UTC;
09/11/2020;2100 UTC;
09/11/2020;2200 UTC;
09/11/2020;2300 UTC;
10/11/2020;0000 UTC;
10/11/2020;0100 UTC;
10/11/2020;0200 UTC;
10/11/2020;0300 UTC;
10/11/2020;0400 UTC;
10/11/2020;0500 UTC;
10/11/2020;0600 UTC;
10/11/2020;0700 UTC;
10/11/2020;0800 UTC;
10/11/2020;0900 UTC;
10/11/2020;1000 UTC;
10/11/2020;1100 UTC;
10/11/2020;1200 UTC;
10/11/2020;1300 UTC;
10/11/2020;1400 UTC;
10/11/2020;1500 UTC;
10/11/2020;1600 UTC;
10/11/2020;1700 UTC;
10/11/2020;1800 UTC;
10/11/2020;1900 UTC;
10/11/2020;2000 UTC;
10/11/2020;2100 UTC;
10/11/2020;2200 UTC;
10/11/2020;2300 UTC;
11/11/2020;0000 UTC;
