Data;Hora UTC;VENTO, VELOCIDADE HORARIA (m/s)
21/03/2020;2300 UTC;2,2
22/03/2020;0000 UTC;1,9
22/03/2020;0100 UTC;1,7
22/03/2020;0200 UTC;1,7
22/03/2020;0300 UTC;2,4
22/03/2020;0400 UTC;1,2
22/03/2020;0500 UTC;1,6
22/03/2020;0600 UTC;1,2
22/03/2020;0700 UTC;1,3
22/03/2020;0800 UTC;1,6
22/03/2020;0900 UTC;1,5
22/03/2020;1000 UTC;2,7
22/03/2020;1100 UTC;3
22/03/2020;1200 UTC;2,7
22/03/2020;1300 UTC;1,8
22/03/2020;1400 UTC;1,8
22/03/2020;1500 UTC;1,6
22/03/2020;1600 UTC;3,9
22/03/2020;1700 UTC;4,8
22/03/2020;1800 UTC;4,6
22/03/2020;1900 UTC;3,7
22/03/2020;2000 UTC;4,3
22/03/2020;2100 UTC;3,4
22/03/2020;2200 UTC;2,1
22/03/2020;2300 UTC;2,2
23/03/2020;0000 UTC;2,5
23/03/2020;0100 UTC;2,5
23/03/2020;0200 UTC;1,8
23/03/2020;0300 UTC;2
23/03/2020;0400 UTC;2,7
23/03/2020;0500 UTC;2,6
23/03/2020;0600 UTC;2,4
23/03/2020;0700 UTC;1,9
23/03/2020;0800 UTC;1,7
23/03/2020;0900 UTC;1,8
23/03/2020;1000 UTC;1,5
23/03/2020;1100 UTC;2,3
23/03/2020;1200 UTC;2,2
23/03/2020;1300 UTC;1,9
23/03/2020;1400 UTC;3,2
23/03/2020;1500 UTC;4,4
23/03/2020;1600 UTC;4,5
23/03/2020;1700 UTC;3,7
23/03/2020;1800 UTC;3
23/03/2020;1900 UTC;3,5
23/03/2020;2000 UTC;3,7
23/03/2020;2100 UTC;3,1
23/03/2020;2200 UTC;2,3
23/03/2020;2300 UTC;1,6
24/03/2020;0000 UTC;1,7
24/03/2020;0100 UTC;1,7
24/03/2020;0200 UTC;1,5
24/03/2020;0300 UTC;,6
24/03/2020;0400 UTC;1,2
24/03/2020;0500 UTC;1,7
24/03/2020;0600 UTC;1,1
24/03/2020;0700 UTC;,8
24/03/2020;0800 UTC;,7
24/03/2020;0900 UTC;,8
24/03/2020;1000 UTC;1,5
24/03/2020;1100 UTC;1,4
24/03/2020;1200 UTC;1,6
24/03/2020;1300 UTC;2,1
24/03/2020;1400 UTC;2,6
24/03/2020;1500 UTC;3,4
24/03/2020;1600 UTC;3,4
24/03/2020;1700 UTC;4
24/03/2020;1800 UTC;4,3
24/03/2020;1900 UTC;5
24/03/2020;2000 UTC;3,3
24/03/2020;2100 UTC;2,1
24/03/2020;2200 UTC;1,9
24/03/2020;2300 UTC;1,9
25/03/2020;0000 UTC;1,3
25/03/2020;0100 UTC;1,5
25/03/2020;0200 UTC;1,2
25/03/2020;0300 UTC;2,3
25/03/2020;0400 UTC;1,8
25/03/2020;0500 UTC;1,6
25/03/2020;0600 UTC;1
25/03/2020;0700 UTC;1,8
25/03/2020;0800 UTC;1
25/03/2020;0900 UTC;,7
25/03/2020;1000 UTC;1,9
25/03/2020;1100 UTC;1,7
25/03/2020;1200 UTC;2,3
25/03/2020;1300 UTC;1,8
25/03/2020;1400 UTC;2,2
25/03/2020;1500 UTC;3
25/03/2020;1600 UTC;1,9
25/03/2020;1700 UTC;4,2
25/03/2020;1800 UTC;4,3
25/03/2020;1900 UTC;3,7
25/03/2020;2000 UTC;2,8
25/03/2020;2100 UTC;2,2
25/03/2020;2200 UTC;1,3
25/03/2020;2300 UTC;,6
26/03/2020;0000 UTC;,8
26/03/2020;0100 UTC;,9
26/03/2020;0200 UTC;,9
26/03/2020;0300 UTC;1
26/03/2020;0400 UTC;,9
26/03/2020;0500 UTC;,8
26/03/2020;0600 UTC;,8
26/03/2020;0700 UTC;1
26/03/2020;0800 UTC;,8
26/03/2020;0900 UTC;,7
26/03/2020;1000 UTC;1,2
26/03/2020;1100 UTC;1,7
26/03/2020;1200 UTC;1,9
26/03/2020;1300 UTC;1,3
26/03/2020;1400 UTC;1
26/03/2020;1500 UTC;1,9
26/03/2020;1600 UTC;2
26/03/2020;1700 UTC;3,2
26/03/2020;1800 UTC;4
26/03/2020;1900 UTC;3
26/03/2020;2000 UTC;2,8
26/03/2020;2100 UTC;2,7
26/03/2020;2200 UTC;2,1
26/03/2020;2300 UTC;1,9
27/03/2020;0000 UTC;1,3
27/03/2020;0100 UTC;1,1
27/03/2020;0200 UTC;1,3
27/03/2020;0300 UTC;,8
27/03/2020;0400 UTC;,9
27/03/2020;0500 UTC;1
27/03/2020;0600 UTC;1,3
27/03/2020;0700 UTC;1
27/03/2020;0800 UTC;,9
27/03/2020;0900 UTC;1,1
27/03/2020;1000 UTC;1,3
27/03/2020;1100 UTC;1,4
27/03/2020;1200 UTC;1,5
27/03/2020;1300 UTC;2,3
27/03/2020;1400 UTC;1,4
27/03/2020;1500 UTC;1,3
27/03/2020;1600 UTC;1,3
27/03/2020;1700 UTC;1,1
27/03/2020;1800 UTC;,9
27/03/2020;1900 UTC;,7
27/03/2020;2000 UTC;,5
27/03/2020;2100 UTC;,3
27/03/2020;2200 UTC;,3
27/03/2020;2300 UTC;,6
28/03/2020;0000 UTC;,5
28/03/2020;0100 UTC;,6
28/03/2020;0200 UTC;1
28/03/2020;0300 UTC;,6
28/03/2020;0400 UTC;1
28/03/2020;0500 UTC;,6
28/03/2020;0600 UTC;1,4
28/03/2020;0700 UTC;,7
28/03/2020;0800 UTC;1,2
28/03/2020;0900 UTC;1,2
28/03/2020;1000 UTC;,7
28/03/2020;1100 UTC;2,6
28/03/2020;1200 UTC;2,2
28/03/2020;1300 UTC;3,2
28/03/2020;1400 UTC;3,2
28/03/2020;1500 UTC;2,8
28/03/2020;1600 UTC;3,9
28/03/2020;1700 UTC;3,6
28/03/2020;1800 UTC;3,4
28/03/2020;1900 UTC;3
28/03/2020;2000 UTC;2,3
28/03/2020;2100 UTC;1,9
28/03/2020;2200 UTC;1,7
28/03/2020;2300 UTC;,7
29/03/2020;0000 UTC;,6
29/03/2020;0100 UTC;1
29/03/2020;0200 UTC;1,3
29/03/2020;0300 UTC;1,7
29/03/2020;0400 UTC;1,1
29/03/2020;0500 UTC;,8
29/03/2020;0600 UTC;,7
29/03/2020;0700 UTC;,5
29/03/2020;0800 UTC;1
29/03/2020;0900 UTC;,7
29/03/2020;1000 UTC;1,5
29/03/2020;1100 UTC;1,3
29/03/2020;1200 UTC;2,7
29/03/2020;1300 UTC;,8
29/03/2020;1400 UTC;1
29/03/2020;1500 UTC;1,1
29/03/2020;1600 UTC;3,2
29/03/2020;1700 UTC;3,4
29/03/2020;1800 UTC;2,3
29/03/2020;1900 UTC;4,6
29/03/2020;2000 UTC;3,4
29/03/2020;2100 UTC;2,5
29/03/2020;2200 UTC;2,8
29/03/2020;2300 UTC;1,5
30/03/2020;0000 UTC;,7
30/03/2020;0100 UTC;,9
30/03/2020;0200 UTC;,8
30/03/2020;0300 UTC;,7
30/03/2020;0400 UTC;,3
30/03/2020;0500 UTC;,5
30/03/2020;0600 UTC;,8
30/03/2020;0700 UTC;,4
30/03/2020;0800 UTC;,6
30/03/2020;0900 UTC;1
30/03/2020;1000 UTC;,7
30/03/2020;1100 UTC;,8
30/03/2020;1200 UTC;1,5
30/03/2020;1300 UTC;2,5
30/03/2020;1400 UTC;3
30/03/2020;1500 UTC;3,5
30/03/2020;1600 UTC;4,2
30/03/2020;1700 UTC;1,1
30/03/2020;1800 UTC;2,4
30/03/2020;1900 UTC;,7
30/03/2020;2000 UTC;1,6
30/03/2020;2100 UTC;,8
30/03/2020;2200 UTC;,8
30/03/2020;2300 UTC;1
31/03/2020;0000 UTC;,8
31/03/2020;0100 UTC;,3
31/03/2020;0200 UTC;,6
31/03/2020;0300 UTC;,8
31/03/2020;0400 UTC;1,2
31/03/2020;0500 UTC;,5
31/03/2020;0600 UTC;1,2
31/03/2020;0700 UTC;,6
31/03/2020;0800 UTC;,9
31/03/2020;0900 UTC;,8
31/03/2020;1000 UTC;,9
31/03/2020;1100 UTC;1
31/03/2020;1200 UTC;3,5
31/03/2020;1300 UTC;3,5
31/03/2020;1400 UTC;4,2
31/03/2020;1500 UTC;4,6
31/03/2020;1600 UTC;4,4
31/03/2020;1700 UTC;4,1
31/03/2020;1800 UTC;3,3
31/03/2020;1900 UTC;3,5
31/03/2020;2000 UTC;3
31/03/2020;2100 UTC;1,4
31/03/2020;2200 UTC;1,3
31/03/2020;2300 UTC;,7
01/04/2020;0000 UTC;,7
01/04/2020;0100 UTC;,8
01/04/2020;0200 UTC;1,4
01/04/2020;0300 UTC;3
01/04/2020;0400 UTC;,9
01/04/2020;0500 UTC;,8
01/04/2020;0600 UTC;,2
01/04/2020;0700 UTC;1,1
01/04/2020;0800 UTC;,9
01/04/2020;0900 UTC;,4
01/04/2020;1000 UTC;,5
01/04/2020;1100 UTC;2,2
01/04/2020;1200 UTC;3,4
01/04/2020;1300 UTC;3,6
01/04/2020;1400 UTC;4,3
01/04/2020;1500 UTC;4,3
01/04/2020;1600 UTC;4,4
01/04/2020;1700 UTC;3,6
01/04/2020;1800 UTC;4,7
01/04/2020;1900 UTC;2,4
01/04/2020;2000 UTC;2,9
01/04/2020;2100 UTC;2,8
01/04/2020;2200 UTC;1,5
01/04/2020;2300 UTC;,2
02/04/2020;0000 UTC;,5
02/04/2020;0100 UTC;,8
02/04/2020;0200 UTC;,3
02/04/2020;0300 UTC;,9
02/04/2020;0400 UTC;,5
02/04/2020;0500 UTC;,4
02/04/2020;0600 UTC;,8
02/04/2020;0700 UTC;,8
02/04/2020;0800 UTC;,7
02/04/2020;0900 UTC;,7
02/04/2020;1000 UTC;,9
02/04/2020;1100 UTC;,5
02/04/2020;1200 UTC;4,1
02/04/2020;1300 UTC;2,2
02/04/2020;1400 UTC;3,5
02/04/2020;1500 UTC;4
02/04/2020;1600 UTC;4,4
02/04/2020;1700 UTC;3,2
02/04/2020;1800 UTC;2,7
02/04/2020;1900 UTC;2,6
02/04/2020;2000 UTC;2,3
02/04/2020;2100 UTC;1,1
02/04/2020;2200 UTC;1,1
02/04/2020;2300 UTC;,9
03/04/2020;0000 UTC;1,9
03/04/2020;0100 UTC;3
03/04/2020;0200 UTC;1,1
03/04/2020;0300 UTC;,7
03/04/2020;0400 UTC;,4
03/04/2020;0500 UTC;,6
03/04/2020;0600 UTC;1
03/04/2020;0700 UTC;1,2
03/04/2020;0800 UTC;,7
03/04/2020;0900 UTC;,8
03/04/2020;1000 UTC;1,8
03/04/2020;1100 UTC;1,8
03/04/2020;1200 UTC;1,4
03/04/2020;1300 UTC;2,5
03/04/2020;1400 UTC;2
03/04/2020;1500 UTC;2,8
03/04/2020;1600 UTC;2,9
03/04/2020;1700 UTC;3,3
03/04/2020;1800 UTC;3
03/04/2020;1900 UTC;2,3
03/04/2020;2000 UTC;3,1
03/04/2020;2100 UTC;2,4
03/04/2020;2200 UTC;1,9
03/04/2020;2300 UTC;1,4
04/04/2020;0000 UTC;1,3
04/04/2020;0100 UTC;1,6
04/04/2020;0200 UTC;,6
04/04/2020;0300 UTC;1,3
04/04/2020;0400 UTC;,9
04/04/2020;0500 UTC;1,3
04/04/2020;0600 UTC;1,2
04/04/2020;0700 UTC;1,1
04/04/2020;0800 UTC;,2
04/04/2020;0900 UTC;,6
04/04/2020;1000 UTC;1,5
04/04/2020;1100 UTC;3
04/04/2020;1200 UTC;3,3
04/04/2020;1300 UTC;2,5
04/04/2020;1400 UTC;3,2
04/04/2020;1500 UTC;3,7
04/04/2020;1600 UTC;4,3
04/04/2020;1700 UTC;4,5
04/04/2020;1800 UTC;4,5
04/04/2020;1900 UTC;4,2
04/04/2020;2000 UTC;4,7
04/04/2020;2100 UTC;3,2
04/04/2020;2200 UTC;2,7
04/04/2020;2300 UTC;2,1
05/04/2020;0000 UTC;1,9
05/04/2020;0100 UTC;1,6
05/04/2020;0200 UTC;1,5
05/04/2020;0300 UTC;1,5
05/04/2020;0400 UTC;1,2
05/04/2020;0500 UTC;1
05/04/2020;0600 UTC;1
05/04/2020;0700 UTC;1,7
05/04/2020;0800 UTC;1,4
05/04/2020;0900 UTC;,5
05/04/2020;1000 UTC;1,3
05/04/2020;1100 UTC;2,7
05/04/2020;1200 UTC;3,3
05/04/2020;1300 UTC;3,4
05/04/2020;1400 UTC;4,1
05/04/2020;1500 UTC;4,3
05/04/2020;1600 UTC;4,9
05/04/2020;1700 UTC;4,8
05/04/2020;1800 UTC;4
05/04/2020;1900 UTC;4,4
05/04/2020;2000 UTC;3,7
05/04/2020;2100 UTC;3,1
05/04/2020;2200 UTC;2,4
05/04/2020;2300 UTC;1,2
06/04/2020;0000 UTC;1,5
06/04/2020;0100 UTC;1
06/04/2020;0200 UTC;1
06/04/2020;0300 UTC;1
06/04/2020;0400 UTC;,9
06/04/2020;0500 UTC;,3
06/04/2020;0600 UTC;,7
06/04/2020;0700 UTC;,2
06/04/2020;0800 UTC;,8
06/04/2020;0900 UTC;,8
06/04/2020;1000 UTC;,9
06/04/2020;1100 UTC;1,6
06/04/2020;1200 UTC;1,6
06/04/2020;1300 UTC;3,7
06/04/2020;1400 UTC;3,7
06/04/2020;1500 UTC;2,8
06/04/2020;1600 UTC;3
06/04/2020;1700 UTC;3,6
06/04/2020;1800 UTC;2,9
06/04/2020;1900 UTC;3,6
06/04/2020;2000 UTC;2,3
06/04/2020;2100 UTC;1,7
06/04/2020;2200 UTC;1,2
06/04/2020;2300 UTC;,9
07/04/2020;0000 UTC;1,1
07/04/2020;0100 UTC;,8
07/04/2020;0200 UTC;,7
07/04/2020;0300 UTC;1
07/04/2020;0400 UTC;,6
07/04/2020;0500 UTC;,5
07/04/2020;0600 UTC;,1
07/04/2020;0700 UTC;,9
07/04/2020;0800 UTC;,6
07/04/2020;0900 UTC;,8
07/04/2020;1000 UTC;,7
07/04/2020;1100 UTC;,7
07/04/2020;1200 UTC;3,2
07/04/2020;1300 UTC;3,1
07/04/2020;1400 UTC;3,9
07/04/2020;1500 UTC;2,6
07/04/2020;1600 UTC;3
07/04/2020;1700 UTC;3,2
07/04/2020;1800 UTC;3,6
07/04/2020;1900 UTC;3,2
07/04/2020;2000 UTC;3
07/04/2020;2100 UTC;2,3
07/04/2020;2200 UTC;1,9
07/04/2020;2300 UTC;1,7
08/04/2020;0000 UTC;,9
08/04/2020;0100 UTC;1,1
08/04/2020;0200 UTC;,6
08/04/2020;0300 UTC;,5
08/04/2020;0400 UTC;,3
08/04/2020;0500 UTC;,6
08/04/2020;0600 UTC;,7
08/04/2020;0700 UTC;,8
08/04/2020;0800 UTC;,9
08/04/2020;0900 UTC;,2
08/04/2020;1000 UTC;1,5
08/04/2020;1100 UTC;1,4
08/04/2020;1200 UTC;1,9
08/04/2020;1300 UTC;2,5
08/04/2020;1400 UTC;2,2
08/04/2020;1500 UTC;2,9
08/04/2020;1600 UTC;3
08/04/2020;1700 UTC;3
08/04/2020;1800 UTC;3,9
08/04/2020;1900 UTC;3,6
08/04/2020;2000 UTC;3,3
08/04/2020;2100 UTC;2,5
08/04/2020;2200 UTC;2
08/04/2020;2300 UTC;1,3
09/04/2020;0000 UTC;1,8
09/04/2020;0100 UTC;1
09/04/2020;0200 UTC;,8
09/04/2020;0300 UTC;,7
09/04/2020;0400 UTC;,6
09/04/2020;0500 UTC;,7
09/04/2020;0600 UTC;,8
09/04/2020;0700 UTC;,8
09/04/2020;0800 UTC;1
09/04/2020;0900 UTC;1,2
09/04/2020;1000 UTC;2,3
09/04/2020;1100 UTC;2,6
09/04/2020;1200 UTC;2,5
09/04/2020;1300 UTC;2,7
09/04/2020;1400 UTC;2,3
09/04/2020;1500 UTC;3,3
09/04/2020;1600 UTC;3,8
09/04/2020;1700 UTC;3,7
09/04/2020;1800 UTC;3,7
09/04/2020;1900 UTC;3,7
09/04/2020;2000 UTC;3,8
09/04/2020;2100 UTC;2,8
09/04/2020;2200 UTC;2,3
09/04/2020;2300 UTC;1,9
10/04/2020;0000 UTC;1,4
10/04/2020;0100 UTC;,3
10/04/2020;0200 UTC;,6
10/04/2020;0300 UTC;,9
10/04/2020;0400 UTC;,8
10/04/2020;0500 UTC;,4
10/04/2020;0600 UTC;1,2
10/04/2020;0700 UTC;1
10/04/2020;0800 UTC;1,1
10/04/2020;0900 UTC;,8
10/04/2020;1000 UTC;2,2
10/04/2020;1100 UTC;2,9
10/04/2020;1200 UTC;2,8
10/04/2020;1300 UTC;2,7
10/04/2020;1400 UTC;3
10/04/2020;1500 UTC;3,4
10/04/2020;1600 UTC;4,2
10/04/2020;1700 UTC;4,8
10/04/2020;1800 UTC;3,3
10/04/2020;1900 UTC;3,7
10/04/2020;2000 UTC;3,5
10/04/2020;2100 UTC;3,1
10/04/2020;2200 UTC;2,3
10/04/2020;2300 UTC;1,8
11/04/2020;0000 UTC;2,1
11/04/2020;0100 UTC;1,3
11/04/2020;0200 UTC;1,5
11/04/2020;0300 UTC;1,3
11/04/2020;0400 UTC;,4
11/04/2020;0500 UTC;,7
11/04/2020;0600 UTC;,4
11/04/2020;0700 UTC;,3
11/04/2020;0800 UTC;,6
11/04/2020;0900 UTC;,9
11/04/2020;1000 UTC;1,9
11/04/2020;1100 UTC;3
11/04/2020;1200 UTC;3,6
11/04/2020;1300 UTC;3,9
11/04/2020;1400 UTC;3,9
11/04/2020;1500 UTC;4,4
11/04/2020;1600 UTC;4,8
11/04/2020;1700 UTC;4,7
11/04/2020;1800 UTC;4,8
11/04/2020;1900 UTC;4,6
11/04/2020;2000 UTC;3,8
11/04/2020;2100 UTC;
11/04/2020;2200 UTC;
11/04/2020;2300 UTC;
12/04/2020;0000 UTC;
12/04/2020;0100 UTC;
12/04/2020;0200 UTC;
12/04/2020;0300 UTC;
12/04/2020;0400 UTC;
12/04/2020;0500 UTC;
12/04/2020;0600 UTC;
12/04/2020;0700 UTC;
12/04/2020;0800 UTC;
12/04/2020;0900 UTC;
12/04/2020;1000 UTC;
12/04/2020;1100 UTC;
12/04/2020;1200 UTC;
12/04/2020;1300 UTC;
12/04/2020;1400 UTC;
12/04/2020;1500 UTC;
12/04/2020;1600 UTC;
12/04/2020;1700 UTC;
12/04/2020;1800 UTC;
12/04/2020;1900 UTC;
12/04/2020;2000 UTC;
12/04/2020;2100 UTC;
12/04/2020;2200 UTC;
12/04/2020;2300 UTC;
13/04/2020;0000 UTC;
13/04/2020;0100 UTC;
13/04/2020;0200 UTC;
13/04/2020;0300 UTC;
13/04/2020;0400 UTC;
13/04/2020;0500 UTC;
13/04/2020;0600 UTC;
13/04/2020;0700 UTC;
13/04/2020;0800 UTC;
13/04/2020;0900 UTC;
13/04/2020;1000 UTC;
13/04/2020;1100 UTC;
13/04/2020;1200 UTC;
13/04/2020;1300 UTC;
13/04/2020;1400 UTC;
13/04/2020;1500 UTC;
13/04/2020;1600 UTC;
13/04/2020;1700 UTC;
13/04/2020;1800 UTC;
13/04/2020;1900 UTC;
13/04/2020;2000 UTC;
13/04/2020;2100 UTC;
13/04/2020;2200 UTC;
13/04/2020;2300 UTC;
14/04/2020;0000 UTC;
14/04/2020;0100 UTC;
14/04/2020;0200 UTC;
14/04/2020;0300 UTC;
14/04/2020;0400 UTC;
14/04/2020;0500 UTC;
14/04/2020;0600 UTC;
14/04/2020;0700 UTC;
14/04/2020;0800 UTC;
14/04/2020;0900 UTC;
14/04/2020;1000 UTC;
14/04/2020;1100 UTC;
14/04/2020;1200 UTC;
14/04/2020;1300 UTC;
14/04/2020;1400 UTC;
14/04/2020;1500 UTC;
14/04/2020;1600 UTC;
14/04/2020;1700 UTC;
14/04/2020;1800 UTC;
14/04/2020;1900 UTC;
14/04/2020;2000 UTC;
14/04/2020;2100 UTC;
14/04/2020;2200 UTC;
14/04/2020;2300 UTC;
15/04/2020;0000 UTC;
15/04/2020;0100 UTC;
15/04/2020;0200 UTC;
15/04/2020;0300 UTC;
15/04/2020;0400 UTC;
15/04/2020;0500 UTC;
15/04/2020;0600 UTC;
15/04/2020;0700 UTC;
15/04/2020;0800 UTC;
15/04/2020;0900 UTC;
15/04/2020;1000 UTC;
15/04/2020;1100 UTC;
15/04/2020;1200 UTC;
15/04/2020;1300 UTC;
15/04/2020;1400 UTC;
15/04/2020;1500 UTC;
15/04/2020;1600 UTC;
15/04/2020;1700 UTC;
15/04/2020;1800 UTC;
15/04/2020;1900 UTC;
15/04/2020;2000 UTC;
15/04/2020;2100 UTC;
15/04/2020;2200 UTC;
15/04/2020;2300 UTC;
16/04/2020;0000 UTC;
16/04/2020;0100 UTC;
16/04/2020;0200 UTC;
16/04/2020;0300 UTC;
16/04/2020;0400 UTC;
16/04/2020;0500 UTC;
16/04/2020;0600 UTC;
16/04/2020;0700 UTC;
16/04/2020;0800 UTC;
16/04/2020;0900 UTC;
16/04/2020;1000 UTC;
16/04/2020;1100 UTC;
16/04/2020;1200 UTC;
16/04/2020;1300 UTC;
16/04/2020;1400 UTC;
16/04/2020;1500 UTC;
16/04/2020;1600 UTC;
16/04/2020;1700 UTC;
16/04/2020;1800 UTC;
16/04/2020;1900 UTC;
16/04/2020;2000 UTC;
16/04/2020;2100 UTC;
16/04/2020;2200 UTC;
16/04/2020;2300 UTC;
17/04/2020;0000 UTC;
17/04/2020;0100 UTC;
17/04/2020;0200 UTC;
17/04/2020;0300 UTC;
17/04/2020;0400 UTC;
17/04/2020;0500 UTC;
17/04/2020;0600 UTC;
17/04/2020;0700 UTC;
17/04/2020;0800 UTC;
17/04/2020;0900 UTC;
17/04/2020;1000 UTC;
17/04/2020;1100 UTC;
17/04/2020;1200 UTC;
17/04/2020;1300 UTC;
17/04/2020;1400 UTC;
17/04/2020;1500 UTC;
17/04/2020;1600 UTC;
17/04/2020;1700 UTC;
17/04/2020;1800 UTC;
17/04/2020;1900 UTC;
17/04/2020;2000 UTC;
17/04/2020;2100 UTC;
17/04/2020;2200 UTC;
17/04/2020;2300 UTC;
18/04/2020;0000 UTC;
18/04/2020;0100 UTC;
18/04/2020;0200 UTC;
18/04/2020;0300 UTC;
18/04/2020;0400 UTC;
18/04/2020;0500 UTC;
18/04/2020;0600 UTC;
18/04/2020;0700 UTC;
18/04/2020;0800 UTC;
18/04/2020;0900 UTC;
18/04/2020;1000 UTC;
18/04/2020;1100 UTC;
18/04/2020;1200 UTC;
18/04/2020;1300 UTC;
18/04/2020;1400 UTC;
18/04/2020;1500 UTC;
18/04/2020;1600 UTC;
18/04/2020;1700 UTC;
18/04/2020;1800 UTC;
18/04/2020;1900 UTC;
18/04/2020;2000 UTC;
18/04/2020;2100 UTC;
18/04/2020;2200 UTC;
18/04/2020;2300 UTC;
19/04/2020;0000 UTC;
19/04/2020;0100 UTC;
19/04/2020;0200 UTC;
19/04/2020;0300 UTC;
19/04/2020;0400 UTC;
19/04/2020;0500 UTC;
19/04/2020;0600 UTC;
19/04/2020;0700 UTC;
19/04/2020;0800 UTC;
19/04/2020;0900 UTC;
19/04/2020;1000 UTC;
19/04/2020;1100 UTC;
19/04/2020;1200 UTC;
19/04/2020;1300 UTC;
19/04/2020;1400 UTC;
19/04/2020;1500 UTC;
19/04/2020;1600 UTC;
19/04/2020;1700 UTC;
19/04/2020;1800 UTC;
19/04/2020;1900 UTC;
19/04/2020;2000 UTC;
19/04/2020;2100 UTC;
19/04/2020;2200 UTC;
19/04/2020;2300 UTC;
20/04/2020;0000 UTC;
20/04/2020;0100 UTC;
20/04/2020;0200 UTC;
20/04/2020;0300 UTC;
20/04/2020;0400 UTC;
20/04/2020;0500 UTC;
20/04/2020;0600 UTC;
20/04/2020;0700 UTC;
20/04/2020;0800 UTC;
20/04/2020;0900 UTC;
20/04/2020;1000 UTC;
20/04/2020;1100 UTC;
20/04/2020;1200 UTC;
20/04/2020;1300 UTC;
20/04/2020;1400 UTC;
20/04/2020;1500 UTC;
20/04/2020;1600 UTC;
20/04/2020;1700 UTC;
20/04/2020;1800 UTC;
20/04/2020;1900 UTC;
20/04/2020;2000 UTC;
20/04/2020;2100 UTC;
20/04/2020;2200 UTC;
20/04/2020;2300 UTC;
21/04/2020;0000 UTC;
21/04/2020;0100 UTC;
21/04/2020;0200 UTC;
21/04/2020;0300 UTC;
21/04/2020;0400 UTC;
21/04/2020;0500 UTC;
21/04/2020;0600 UTC;
21/04/2020;0700 UTC;
21/04/2020;0800 UTC;
21/04/2020;0900 UTC;
21/04/2020;1000 UTC;
21/04/2020;1100 UTC;
21/04/2020;1200 UTC;
21/04/2020;1300 UTC;
21/04/2020;1400 UTC;
21/04/2020;1500 UTC;
21/04/2020;1600 UTC;
21/04/2020;1700 UTC;
21/04/2020;1800 UTC;
21/04/2020;1900 UTC;
21/04/2020;2000 UTC;
21/04/2020;2100 UTC;
21/04/2020;2200 UTC;
21/04/2020;2300 UTC;
22/04/2020;0000 UTC;
22/04/2020;0100 UTC;
22/04/2020;0200 UTC;
22/04/2020;0300 UTC;
22/04/2020;0400 UTC;
22/04/2020;0500 UTC;
22/04/2020;0600 UTC;
22/04/2020;0700 UTC;
22/04/2020;0800 UTC;
22/04/2020;0900 UTC;
22/04/2020;1000 UTC;
22/04/2020;1100 UTC;
22/04/2020;1200 UTC;
22/04/2020;1300 UTC;
22/04/2020;1400 UTC;
22/04/2020;1500 UTC;
22/04/2020;1600 UTC;
22/04/2020;1700 UTC;
22/04/2020;1800 UTC;
22/04/2020;1900 UTC;
22/04/2020;2000 UTC;
22/04/2020;2100 UTC;
22/04/2020;2200 UTC;
22/04/2020;2300 UTC;
23/04/2020;0000 UTC;
23/04/2020;0100 UTC;
23/04/2020;0200 UTC;
23/04/2020;0300 UTC;
23/04/2020;0400 UTC;
23/04/2020;0500 UTC;
23/04/2020;0600 UTC;
23/04/2020;0700 UTC;
23/04/2020;0800 UTC;
23/04/2020;0900 UTC;
23/04/2020;1000 UTC;
23/04/2020;1100 UTC;
23/04/2020;1200 UTC;
23/04/2020;1300 UTC;
23/04/2020;1400 UTC;
23/04/2020;1500 UTC;
23/04/2020;1600 UTC;
23/04/2020;1700 UTC;
23/04/2020;1800 UTC;
23/04/2020;1900 UTC;
23/04/2020;2000 UTC;
23/04/2020;2100 UTC;
23/04/2020;2200 UTC;
23/04/2020;2300 UTC;
24/04/2020;0000 UTC;
24/04/2020;0100 UTC;
24/04/2020;0200 UTC;
24/04/2020;0300 UTC;
24/04/2020;0400 UTC;
24/04/2020;0500 UTC;
24/04/2020;0600 UTC;
24/04/2020;0700 UTC;
24/04/2020;0800 UTC;
24/04/2020;0900 UTC;
24/04/2020;1000 UTC;
24/04/2020;1100 UTC;
24/04/2020;1200 UTC;
24/04/2020;1300 UTC;
24/04/2020;1400 UTC;
24/04/2020;1500 UTC;
24/04/2020;1600 UTC;
24/04/2020;1700 UTC;
24/04/2020;1800 UTC;
24/04/2020;1900 UTC;
24/04/2020;2000 UTC;
24/04/2020;2100 UTC;
24/04/2020;2200 UTC;
24/04/2020;2300 UTC;
25/04/2020;0000 UTC;
25/04/2020;0100 UTC;
25/04/2020;0200 UTC;
25/04/2020;0300 UTC;
25/04/2020;0400 UTC;
25/04/2020;0500 UTC;
25/04/2020;0600 UTC;
25/04/2020;0700 UTC;
25/04/2020;0800 UTC;
25/04/2020;0900 UTC;
25/04/2020;1000 UTC;
25/04/2020;1100 UTC;
25/04/2020;1200 UTC;
25/04/2020;1300 UTC;
25/04/2020;1400 UTC;4,2
25/04/2020;1500 UTC;2,7
25/04/2020;1600 UTC;3,6
25/04/2020;1700 UTC;3,9
25/04/2020;1800 UTC;3,5
25/04/2020;1900 UTC;
25/04/2020;2000 UTC;
25/04/2020;2100 UTC;
25/04/2020;2200 UTC;
25/04/2020;2300 UTC;
26/04/2020;0000 UTC;
26/04/2020;0100 UTC;
26/04/2020;0200 UTC;
26/04/2020;0300 UTC;
