,ARMA,ELM,ARMA+ELM,MLP,ARMA+MLP,ACTUAL
2019-02-06 09:00:00,1.4306868559814632,1.1052846146484019,1.109509609965873,1.0652314,1.0934757239319026,1.088
2019-02-06 10:00:00,1.3567306661462104,0.906645104831421,0.9623679889153176,0.97486156,0.9776360654687202,0.972
2019-02-06 11:00:00,1.540538057612352,0.32244658963419526,0.5052709419615167,0.41547018,0.47020624570744474,0.474
2019-02-06 12:00:00,1.3780067595899659,1.0320131248196969,1.091687836557022,1.0148377,1.110391441291626,1.097
2019-02-06 13:00:00,1.6413144401661937,0.8875015867482118,0.8478889374027063,0.81055915,0.8430966667286937,0.838
2019-02-06 14:00:00,1.6584038157640362,1.7328757682878992,1.7417575834388779,1.7285608,1.7575859446702862,1.778
2019-02-06 15:00:00,2.0587908412072027,2.4933539560066786,2.455342027107513,2.4491296,2.4377197409722173,2.452
2019-02-06 16:00:00,2.5800574504116223,2.7059703011162837,2.72858308640129,2.6930912,2.712794133303468,2.715
2019-02-06 17:00:00,2.921045997390213,3.7897361929400626,3.939110515561829,3.9965014,3.929069497832718,3.925
2019-02-06 18:00:00,3.508094634179467,2.4512847357515404,2.3846585180676882,2.4277096,2.4049697772306144,2.388
2019-02-06 19:00:00,2.7848436734729636,3.3940298966570492,3.516329552982959,3.5208728,3.509214391475283,3.497
2019-02-06 20:00:00,3.1488004344187814,2.8806261866705443,2.8995110067424066,2.9869232,2.8833046572886545,2.899
2019-02-06 21:00:00,2.735506642044139,2.3646985429658525,2.177298955458059,2.2355452,2.252162087143016,2.238
2019-02-06 22:00:00,2.43583648394344,1.9127563720631546,1.9980224113974883,1.9004099,1.9946162004351393,1.98
2019-02-06 23:00:00,2.0710783584980996,0.8839548028977631,0.9738004677780547,0.92049176,0.9603394850163491,0.959
2019-02-07 00:00:00,1.312352035370524,0.8494654383738804,0.8978117673349315,0.81247854,0.912320468750651,0.88
2019-02-07 01:00:00,1.1440433789125268,1.4395163665464052,1.538182759774876,1.3922325,1.4827477265230005,1.512
2019-02-07 02:00:00,1.1798447141938413,1.1054655105163347,1.0962651457636008,1.1246605,1.1113968859009946,1.12
2019-02-07 03:00:00,1.161304196569252,3.115672211516693,3.095448115169037,2.9385724,3.0390731899469374,3.071
2019-02-07 04:00:00,2.2282137235853825,1.6595681565708333,1.6160865774194446,1.7159314,1.59186452238299,1.593
2019-02-07 05:00:00,1.5098982440225406,0.6797840156333668,0.46824945209087443,0.5735384,0.5447069989435,0.497
2019-02-07 06:00:00,1.0344624850528052,1.5114405565658902,1.5544888660542118,1.5117702,1.5673706862704566,1.567
2019-02-07 07:00:00,1.298058753165872,1.8909236907559699,1.936360502978311,1.9336236,1.9739928294750761,1.965
2019-02-07 08:00:00,1.710328699367682,1.174371432687942,1.2195293721460407,1.2328706,1.240951658504645,1.236
2019-02-07 09:00:00,1.6844712792243817,1.115039605476909,1.1687515695139465,1.1261019,1.1333853302802899,1.159
2019-02-07 10:00:00,1.474999069831131,0.7695995251521837,0.8524500046099273,0.84968626,0.8858571049187165,0.843
2019-02-07 11:00:00,1.5079454606259115,1.3472827167731878,1.3994200982994034,1.3391448,1.4295133774960287,1.401
2019-02-07 12:00:00,1.7709337432745276,2.301830297031273,2.355796091678659,2.3008971,2.362613793170768,2.387
2019-02-07 13:00:00,2.2596811617521997,3.0324383935081713,3.081639568389794,3.030671,3.00146788012073,3.038
2019-02-07 14:00:00,3.0659242593504707,3.6738976398659955,3.5353600498918327,3.5374882,3.5183139764525215,3.539
2019-02-07 15:00:00,3.335601759917208,3.6564575821572176,3.663989148213058,3.6045341,3.626103831297823,3.623
2019-02-07 16:00:00,3.5247716045659883,5.474491499760547,5.665787655086884,5.6084447,5.656301412610421,5.657
2019-02-07 17:00:00,4.686060439205756,5.190200362515982,5.418414311070813,5.110034,5.407750378704657,5.4
2019-02-07 18:00:00,4.496328431057812,4.133145095487457,4.525297411387063,4.609886,4.532415467190624,4.551
2019-02-07 19:00:00,4.291827103805579,4.556085662867231,4.640101197260435,4.642532,4.574970862579383,4.59
2019-02-07 20:00:00,4.119574842622285,4.277900926293464,4.324158392245497,4.407718,4.371649322679048,4.318
2019-02-07 21:00:00,3.7967779634506202,3.6553937525510327,3.8640700717186616,3.918991,3.8516097066909767,3.843
2019-02-07 22:00:00,3.578050651868648,2.168513899938504,2.1804218476713397,2.165813,2.1727681544626423,2.157
2019-02-07 23:00:00,2.2120211731363657,1.069781618867915,1.0575727712693452,0.99438894,1.0585156094004038,1.063
2019-02-08 00:00:00,1.473838681968152,1.2695307044842912,1.3369916177460293,1.2467839,1.2876549909433717,1.309
2019-02-08 01:00:00,1.4297679353102328,0.5080865536582075,0.5275486382993964,0.4791596,0.5043810296400668,0.515
2019-02-08 02:00:00,0.7215744398810124,0.2236218931844981,0.3676427943380127,0.2637542,0.15319122302310229,0.194
2019-02-08 03:00:00,0.6277154429014329,0.7929356790045918,0.8725362708709314,0.83128077,0.8453014833982591,0.866
2019-02-08 04:00:00,0.6374685247719531,1.6087867895053674,1.4988902142511922,1.3742574,1.4832052667916065,1.459
2019-02-08 05:00:00,1.03289795628564,1.9193814276172598,2.0139790055802305,1.936477,1.9900479387380325,1.983
2019-02-08 06:00:00,1.6553223557165944,3.344503966030587,3.412532498724669,3.371266,3.3820445961645924,3.404
2019-02-08 07:00:00,2.360632572880011,2.107912056328425,2.0898289393313965,2.1176445,2.1441279990579893,2.105
2019-02-08 08:00:00,2.1277702543530053,1.760302217366527,1.739770810801371,1.6756338,1.6930506918224877,1.672
