2016;1;0;1.207
2016;1;1;1.106
2016;1;2;1.33
2016;1;3;0.866
2016;1;4;0.844
2016;1;5;1.003
2016;1;6;1.509
2016;1;7;1.2
2016;1;8;1.38
2016;1;9;1.228
2016;1;10;1.215
2016;1;11;1.14
2016;1;12;1.372
2016;1;13;1.122
2016;1;14;0.923
2016;1;15;0.73
2016;1;16;1.372
2016;1;17;1.904
2016;1;18;1.664
2016;1;19;1.266
2016;1;20;1.369
2016;1;21;1.274
2016;1;22;1.359
2016;1;23;1.171
2016;1;24;1.927
2016;1;25;1.315
2016;1;26;1.055
2016;1;27;1.383
2016;1;28;1.107
2016;1;29;1.08
2016;1;30;1.274
2016;1;31;1.063
2016;1;32;1.078
2016;1;33;0.862
2016;1;34;1.302
2016;1;35;1.153
2016;1;36;0.812
2016;1;37;0.831
2016;1;38;0.892
2016;1;39;1.22
2016;1;40;0.957
2016;1;41;1.483
2016;1;42;1.085
2016;1;43;1.037
2016;1;44;1.214
2016;1;45;1.89
2016;1;46;1.658
2016;1;47;1.397
2016;1;48;1.428
2016;1;49;1.465
2016;1;50;1.833
2016;1;51;1.588
2016;1;52;1.695
2016;1;53;1.299
2016;1;54;1.375
2016;1;55;1.477
2016;1;56;1.55
2016;1;57;1.98
2016;1;58;2.091
2016;1;59;1.597
2016;1;60;1.69
2016;1;61;2.037
2016;1;62;1.628
2016;1;63;1.496
2016;1;64;1.679
2016;1;65;1.158
2016;1;66;1.285
2016;1;67;1.522
2016;1;68;1.259
2016;1;69;1.354
2016;1;70;1.446
2016;1;71;1.091
2016;1;72;0.905
2016;1;73;0.887
2016;1;74;1.098
2016;1;75;0.634
2016;1;76;0.663
2016;1;77;1.024
2016;1;78;0.982
2016;1;79;1.488
2016;1;80;1.31
2016;1;81;1.446
2016;1;82;1.405
2016;1;83;1.287
2016;1;84;1.73
2016;1;85;1.307
2016;1;86;1.53
2016;1;87;1.377
2016;1;88;1.122
2016;1;89;1.393
2016;1;90;1.238
2016;1;91;1.302
2016;1;92;1.161
2016;1;93;1.067
2016;1;94;1.034
2016;1;95;1.276
2016;1;96;1.014
2016;1;97;1.026
2016;1;98;0.903
2016;1;99;1.155
2016;1;100;1.261
2016;1;101;1.05
2016;1;102;1.13
2016;1;103;1.22
2016;1;104;1.091
2016;1;105;0.991
2016;1;106;0.817
2016;1;107;0.866
2016;1;108;0.753
2016;1;109;0.951
2016;1;110;0.848
2016;1;111;0.875
2016;1;112;0.877
2016;1;113;0.92
2016;1;114;0.893
2016;1;115;1.001
2016;1;116;0.786
2016;1;117;0.565
2016;1;118;0.792
2016;1;119;0.751
2016;1;120;0.229
2016;1;121;0.343
2016;1;122;0.539
2016;1;123;0.684
2016;1;124;0.635
2016;1;125;0.673
2016;1;126;0.639
2016;1;127;0.859
2016;1;128;1.31
2016;1;129;1.326
2016;1;130;1.276
2016;1;131;1.125
2016;1;132;1.116
2016;1;133;1.018
2016;1;134;1.147
2016;1;135;1.04
2016;1;136;0.928
2016;1;137;0.965
2016;1;138;0.893
2016;1;139;1.009
2016;1;140;1.042
2016;1;141;1.343
2016;1;142;1.352
2016;1;143;1.225
2016;1;144;1.38
2016;1;145;1.308
2016;1;146;1.561
2016;1;147;1.72
2016;1;148;1.346
2016;1;149;1.431
2016;1;150;1.044
2016;1;151;1.142
2016;1;152;1.099
2016;1;153;1.202
2016;1;154;1.022
2016;1;155;1.397
2016;1;156;1.065
2016;1;157;0.854
2016;1;158;0.987
2016;1;159;1.104
2016;1;160;1.052
2016;1;161;0.884
2016;1;162;0.647
2016;1;163;1.063
2016;1;164;1.008
2016;1;165;0.99
2016;1;166;0.921
2016;1;167;0.844
2016;1;168;0.787
2016;1;169;0.72
2016;1;170;0.786
2016;1;171;0.964
2016;1;172;1.22
2016;1;173;0.991
2016;1;174;1.169
2016;1;175;1.114
2016;1;176;1.138
2016;1;177;0.879
2016;1;178;0.892
2016;1;179;0.962
2016;1;180;0.91
2016;1;181;0.606
2016;1;182;0.696
2016;1;183;0.617
2016;1;184;0.444
2016;1;185;0.338
2016;1;186;0.753
2016;1;187;1.13
