,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Ensemble - Média,Ensemble - Mediana
0,0.008516369924112055,0.008267955282554895,0.007362465157425682,4992.249662422271,0.0058343711120218055,0.006771025145305768,0.011738145276022604,0.009765660007009232,0.010310679641673702,0.011363308642805464,0.02026309535861213,0.006668708403724466,0.014637092177468466,0.017435375245390575,0.00537760488388868,0.006216166287040262
1,0.008516369924112055,0.008267955282554895,0.007115924410969054,31124.733928885613,0.005834560451891555,0.006778820260183663,0.012428033424392804,0.009487355750245502,0.009861702022802394,0.03585127287661088,0.05665080928537071,0.007394454522954893,0.013983654480847067,0.014937519664127971,0.00537760488388868,0.006216166287040262
2,0.008516369924112055,0.008267955282554895,0.007422480106217077,5708.776359735861,0.0058342709288855335,0.006681801758328997,0.01144871100365679,0.00976751343807793,0.008491203543002729,0.035640836282450176,0.02145889584463313,0.006070025687605193,0.015635608002160878,0.01669008344298818,0.00537760488388868,0.006216166287040262
3,0.008516369924112055,0.008267955282554895,0.0074320785788694384,27915.701837557885,0.00583408097683617,0.006684867598131039,0.011932865333411036,0.009713112094654692,0.009447741914500695,0.07816951680557227,0.0162923590782391,0.00585128199616131,0.014205454494637528,0.01867469542986309,0.00537760488388868,0.006216166287040262
4,0.008516369924112055,0.008267955282554895,0.007427010213972358,32157.014530478013,0.00583448288172638,0.006534796847774964,0.012208180395174894,0.010072500098862062,0.00783932403945947,0.01836332615768263,0.01609929455485451,0.008019344667016023,0.015813459665634078,0.015603678637615737,0.00537760488388868,0.006216166287040262
5,0.008516369924112055,0.008267955282554895,0.007476340506053258,28889.483880008273,0.00583448642733537,0.006236367902494411,0.011339066996460107,0.009526868082561394,0.05980941178879907,0.04260534660710377,0.03730271358482451,0.010926217580490295,0.014319325320400627,0.016184526367088316,0.00537760488388868,0.006216166287040262
6,0.008516369924112055,0.008267955282554895,0.007248687356053062,316.23308922919676,0.005834298593403632,0.007471758759045069,0.011652669999432808,0.009912913854539882,0.009686981687292146,0.025515113092823956,0.021125783458067343,0.015290472440307576,0.015418493700435703,0.01613735435161269,0.00537760488388868,0.006216166287040262
7,0.008516369924112055,0.008267955282554895,0.007467845650621558,269.8427537240083,0.0058344625037381834,0.006231119083884983,0.011530295198143144,0.009564648528967282,0.008160877371712548,0.3065937163748193,0.5346223544404518,0.012087933443820626,0.014272079251181107,0.015780876547773416,0.00537760488388868,0.006216166287040262
8,0.008516369924112055,0.008267955282554895,0.007235253436243865,10815.039912876697,0.005834299513791785,0.006500012283850597,0.011625848959075674,0.00975356020285624,0.008422093902288047,0.03274037361285047,0.17762551603087004,0.008637423594633025,0.013661119089341155,0.014099665772779187,0.00537760488388868,0.006216166287040262
9,0.008516369924112055,0.008267955282554895,0.008297309723463092,604.768689655186,0.005834177677931214,0.007210504724333078,0.011662503011165276,0.009662421493076638,0.03472212373621415,0.0410633143911067,0.01611585050397469,0.00691247580380768,0.01433299330765136,0.014941810687550915,0.00537760488388868,0.006216166287040262
10,0.008516369924112055,0.008267955282554895,0.007466671697266729,2599.9831870374896,0.005834547160181438,0.006756866454737827,0.011880210932740342,0.009435158866599439,0.01111314371107437,0.03562158254069471,0.010881705029432693,0.005850593453616704,0.01507869953155328,0.013639961371697675,0.00537760488388868,0.006216166287040262
11,0.008516369924112055,0.008267955282554895,0.007105775630197507,6248.241715245242,0.005834563674562505,0.006544350155671752,0.011486552767599417,0.009642405239008224,0.00820060553854495,0.027980972820043463,0.014997584747090073,0.010299249512187065,0.013786163166074436,0.015463689929711068,0.00537760488388868,0.006216166287040262
12,0.008516369924112055,0.008267955282554895,0.0077278558122800016,6569.865176463086,0.005834292185929588,0.006212840821535585,0.011444447154295092,0.009744958699440977,0.007654602844663125,0.032748928079395806,0.6073857663918065,0.00842803310412392,0.014430203914390025,0.01677636233001135,0.00537760488388868,0.006216166287040262
13,0.008516369924112055,0.008267955282554895,0.007463340691982349,108.69484614642272,0.005834315818670159,0.006694281317053266,0.011466521020541213,0.010071211616843188,0.011042362274991807,0.022269580675973268,0.2723683995238877,0.010926578655663656,0.013660614905927754,0.01681897507427821,0.00537760488388868,0.006216166287040262
14,0.008516369924112055,0.008267955282554895,0.00742196600827562,662.7072689052942,0.005834442505716969,0.006417272100106412,0.011423852326593369,0.009573111072219247,0.014080399178894143,0.027903135271655357,0.09847339661850928,0.006836730021962097,0.014639254215872767,0.017928362960853185,0.00537760488388868,0.006216166287040262
15,0.008516369924112055,0.008267955282554895,0.0068041548631037774,30895.800599133287,0.005834071564399589,0.00615783467579658,0.011786474228809433,0.009772580894553747,0.012894032890398935,0.018616562092803345,0.026302674329079748,0.005257191733977627,0.014318324540020355,0.015347986384925856,0.00537760488388868,0.006216166287040262
16,0.008516369924112055,0.008267955282554895,0.008070960097133881,1766.828607439502,0.005834437253692394,0.00638261364125853,0.011682266106623871,0.00957250312228478,0.007523009965490823,0.015005460949882542,0.011370181699565284,0.01525948247042679,0.015670362534705242,0.015581430838410742,0.00537760488388868,0.006216166287040262
17,0.008516369924112055,0.008267955282554895,0.007337725730493198,3230.625291819069,0.005834511885963099,0.0065098297813568845,0.012030522281640109,0.009757004519399606,0.007928356835596511,0.03540071938171602,0.012898588792414824,0.00692144577596385,0.01593655204360253,0.014254451961729326,0.00537760488388868,0.006216166287040262
18,0.008516369924112055,0.008267955282554895,0.007308081531496259,18.481582759554822,0.005834234187981204,0.006250008097116425,0.012303508499355246,0.009767044498577116,0.01005706827395075,0.043341507047941555,0.10732030229350382,0.00844597260520269,0.016003801887189285,0.015721383294228997,0.00537760488388868,0.006216166287040262
19,0.008516369924112055,0.008267955282554895,0.007047835171890348,6567.805226566337,0.005834450257262598,0.00650263555986546,0.011435645862114228,0.009993826777847712,0.09335051156294974,0.029406275832390475,0.06781722544163622,0.005600641394950897,0.015535560170951921,0.015085588032352873,0.00537760488388868,0.006216166287040262
20,0.008516369924112055,0.008267955282554895,0.007274128639385234,18.438310008902302,0.005834403883734547,0.0066769805663466734,0.011888076248389855,0.009585628472933089,0.008519348943199384,0.013382835039558996,0.05327080095429771,0.015648942219866496,0.014489314216807561,0.015199200476867656,0.00537760488388868,0.006216166287040262
21,0.008516369924112055,0.008267955282554895,0.007344438658310071,3866.196353891572,0.0058342275022589705,0.006400455347919562,0.011477176346375014,0.009747563811248123,0.007400237527239657,0.033458615533401175,0.9409804705389463,0.009784677539275572,0.013529425784646502,0.017094430719446094,0.00537760488388868,0.006216166287040262
22,0.008516369924112055,0.008267955282554895,0.007417971085356249,810.4247069763126,0.005834226356154573,0.006171678830041364,0.01160114779651458,0.009594211813872705,0.007757744816619635,0.019747848769238983,0.012645380992006404,0.006189425945542599,0.015285147757185364,0.015230849533787671,0.00537760488388868,0.006216166287040262
23,0.008516369924112055,0.008267955282554895,0.006908556638966722,561.1320002218985,0.005834017303565348,0.006722315573544835,0.011489622102840498,0.009648089216689663,0.007722519464163158,0.027888477651859235,0.016541912491053624,0.006300076099270238,0.014112217515590445,0.016494589825169288,0.00537760488388868,0.006216166287040262
24,0.008516369924112055,0.008267955282554895,0.007415146866417435,50824.563652454104,0.005834352702067434,0.006882402487109047,0.011443119365868958,0.009950855429239722,0.007057221402453995,0.04593145880079491,0.026034638072184334,0.006723561969576104,0.014126826160366802,0.015157014593948505,0.00537760488388868,0.006216166287040262
25,0.008516369924112055,0.008267955282554895,0.007009208695655562,15480.436690402468,0.005834580879290038,0.006210134221886591,0.011598873730705518,0.009667375511287258,0.008513745093476072,0.04404858119549211,0.024477811864611166,0.006350401744124511,0.014542200396634166,0.016297135322023325,0.00537760488388868,0.006216166287040262
26,0.008516369924112055,0.008267955282554895,0.007131931927386188,22756.5123890019,0.0058343359412050535,0.006196448269491766,0.01101897980096007,0.009764330636374665,0.007583032564162787,0.025072876056147324,0.012903403926076439,0.010740814379537696,0.015280855600978256,0.014287738499819813,0.00537760488388868,0.006216166287040262
27,0.008516369924112055,0.008267955282554895,0.007383592059693327,15889.738290088855,0.005834117808748814,0.006317067343697659,0.011681056416722863,0.009384845319003625,0.008424965425891738,0.014966093903902227,0.01349238809510631,0.008233991878510325,0.016343160145363952,0.016229727747128796,0.00537760488388868,0.006216166287040262
28,0.008516369924112055,0.008267955282554895,0.007492614715393001,6057.2643250331785,0.005834491971707948,0.006479833828871614,0.011455112071421508,0.009586366045370394,0.0077282915392559446,0.0141075271991322,0.03249401751614164,0.008878989808187368,0.01206787884445391,0.014601317954474318,0.00537760488388868,0.006216166287040262
29,0.008516369924112055,0.008267955282554895,0.007416112926324269,7517.624718198638,0.00583446318817433,0.006298296799708648,0.011937173362202302,0.009790120155547805,0.007419623380474017,0.024940097535687974,0.04974485710258004,0.017431902047568407,0.012680623198019738,0.015209141970788861,0.00537760488388868,0.006216166287040262
