,ACTUAL,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Ensemble - Média,Ensemble - Mediana
2019-01-31 19:01:00,0.854,0.8476799391751709,0.8385191246889906,0.8772180950575499,1.2396830500070748,0.820338282159153,0.8627592,0.77820095052771,0.7712877377890425,0.8878895622260067,0.9641315493881688,0.843286218027361,0.8033101,0.7713614218478623,0.7338954120897131,0.8577942316159636,0.8699886339869811
2019-01-31 19:02:00,0.829,0.8901097143998093,0.8518897660406273,0.8943941496472928,1.2677201609978754,0.7953536349031514,0.8763497,0.8223558927884049,0.7916294850738685,0.8796261771349807,0.7739634116295275,0.8333867288350989,0.83314216,0.7768353040327973,0.7550876133473556,0.8708780439319728,0.8779879323556373
2019-01-31 19:03:00,0.836,0.8539484293602835,0.8343451156214391,0.8682328859647841,19.114317318450063,0.7759779134723355,0.8402691,0.7258301825665365,0.7533660962179815,0.8432445251056421,0.8691590811283044,0.8828138251902498,0.8220193,0.7401108147047888,0.7470208539560949,0.8434414447046716,0.8417568069253796
2019-01-31 19:04:00,0.865,0.8549912710482122,0.8399649033509077,0.8706734689809308,1.307016785711371,0.8239707278456682,0.8757769,0.7903805364662648,0.7765028843842329,0.8541065821561011,0.9270155724171817,0.8317844824361595,0.8090051,0.7576079507166387,0.7304884264431776,0.8523905049326573,0.862390025568516
2019-01-31 19:05:00,0.953,0.8695611089378218,0.860755444556098,0.9028722505239724,1.2693888148289147,0.8323442642674752,0.8854995,0.7796430021434645,0.7989541003998327,0.891740653100265,0.7493705964367344,0.9679968272314851,0.8457032,0.7485871642738203,0.7556952322419691,0.8814538914038392,0.8886200652433698
2019-01-31 19:06:00,0.722,0.961622104519237,0.9235812951472906,0.9449282167190455,1.2261743182016083,0.9058076575639067,0.93297297,0.8673612033065448,0.8485646177676824,0.9591853902001818,0.884825940074341,0.7836318131021889,0.86225367,0.8605391387876162,0.8339127977040914,0.9248350601169909,0.9389505921718548
2019-01-31 19:07:00,0.767,0.7786497828547411,0.7594392791262176,0.7834523208300603,1.2365514501641957,0.7368468317333339,0.7701001,0.6787774768654756,0.6838919564953353,0.7326284344648888,0.7618527421722527,0.7202223132570545,0.6925324,0.6625695881430559,0.66943217514663,0.7446783230457679,0.7513642755973126
2019-01-31 19:08:00,0.798,0.7996875843156894,0.7940628994511506,0.8177895980865663,1.200513005530759,0.807154716826386,0.8199641,0.7105680158485492,0.7223292310046098,0.8135391738501825,0.7216545949634056,0.8134564018500511,0.75470203,0.7055471589912494,0.7027602959679505,0.8014987286001083,0.8156643859683743
2019-01-31 19:09:00,0.78,0.8409359023027566,0.8144523912835286,0.8398676787239366,1.2333837003135384,0.7930800767167134,0.8463161,0.7572375699930337,0.7521343642640279,0.8410052200251907,0.7913733648706277,0.7395525744637198,0.784968,0.7345363363676217,0.7075123527813123,0.8280392541119492,0.8404364493745637
2019-01-31 19:10:00,0.884,0.8178972964485212,0.8008139353118204,0.8284850491133142,1.2422337781623471,0.7813166290918958,0.81271183,0.7324075167377515,0.725688077124145,0.8190634970677011,0.8864198613546508,0.7005135393661308,0.7412181,0.764677396913342,0.7110830839596056,0.8003696177864801,0.8158876659876164
2019-01-31 19:11:00,0.864,0.9090802453651334,0.8746633056680158,0.9058147054571457,1.3177890856504892,0.8981454310603841,0.91348344,0.8108244620456602,0.8021648649255231,0.9072156938689849,0.9015049088717697,0.8812168080636315,0.8527037,0.7848308243050481,0.7844858218113377,0.8948043826827519,0.9065151996630654
2019-01-31 19:12:00,0.73,0.8501994532538337,0.8595613626992715,0.8945581219884964,1.2657730576795978,0.8383016811426935,0.9006155,0.7711475414229316,0.7908468781268609,0.9015612086180829,0.8169118135972702,0.8390828875312907,0.8348359,0.7460359406662864,0.7598601965463174,0.8828926827216446,0.897586817656617
2019-01-31 19:13:00,0.727,0.8004271964233429,0.7651753631436594,0.7965405954101039,1.2617333488087188,0.7664701803553314,0.78489786,0.7351093272369416,0.6940306630933054,0.7754196312029188,0.737697494564231,0.8448541515777417,0.70562613,0.7687636892002137,0.6726782900297411,0.7656210551454966,0.7801587475339087
2019-01-31 19:14:00,0.755,0.7862404957659817,0.7640730115863595,0.792861945585161,1.1739964797599374,0.7834248531095174,0.7843333,0.6936527416356182,0.6906465563270364,0.7714972431087896,0.7902253912973247,0.7743384202071735,0.71238285,0.6841017082579708,0.6746067378017221,0.7652688325986738,0.7779152658891879
2019-01-31 19:15:00,0.679,0.7920080833893068,0.7827287700078637,0.8070040835970561,-7.689326538718839,0.7004404784802323,0.8129026,0.6784039550285585,0.7029910918376595,0.8184191168302822,0.7505109791345487,0.6635811542231487,0.7637428,0.6695831679563768,0.6924424033663422,0.8005171585825197,0.8099533564862569
2019-01-31 19:16:00,0.811,0.7536817333188246,0.7273214527906884,0.7820095037111661,5.28600746450727,0.7481746609564978,0.7878811,0.6711861482348631,0.676537177854966,0.7654011845962005,0.7785446006127819,0.7169325128365681,0.8576349,0.7275284966912459,0.7133800157846917,0.7982316666609253,0.7849452900235365
2019-01-31 19:17:00,0.759,0.8319414930386885,0.820834983247243,0.8396527758034092,1.2453126824477836,0.8337543640170223,0.8304094,0.7287820355935438,0.7491105535206424,0.8748554215860226,0.8812870746379637,0.7965975827899152,0.80371547,0.6922024564786299,0.7295158245739566,0.8371582681145241,0.8350310917095354
2019-01-31 19:18:00,0.784,0.7892716908794402,0.7816136032548676,0.8067921610179948,1.2498290490446644,0.7874922004032843,0.7950488,0.706056394610977,0.7102446109262238,0.8036341623029011,0.9246717154730744,0.6496841389378111,0.72238255,0.7179195964675902,0.6896038055625687,0.7819644105202035,0.7993414677958139
2019-01-31 19:19:00,0.734,0.8259244113108803,0.7998035213309324,0.8412782961966482,1.2157692380865925,0.7812434577526954,0.8215864,0.7311149685523202,0.7322437426405942,0.8336575454186427,0.897478440368668,0.6888814596566718,0.7331689,0.6901305763861825,0.6962213551956212,0.8074227780241001,0.8276219579433912
2019-01-31 19:20:00,0.643,0.7933259655171042,0.7635412239900372,0.7909249372717904,-11.972128238423771,0.7074911932125326,0.7774114,0.6690792564683562,0.6846287423244259,0.7950586888263957,0.6522173539461493,0.6195449463532278,0.69895,0.6691725749903327,0.6723227748146794,0.7655862550066785,0.7841681692718052
2019-01-31 19:21:00,0.831,0.6973718320469332,0.6987408371390241,0.7197718226505803,1.0535782474800781,0.6810011986841175,0.7439428,0.6483551179508639,0.6288118483246702,0.6949628054615378,0.6246224416957962,0.6202358111603354,0.7958802,0.6606892412046862,0.6029936643065351,0.7386394059437018,0.7318573099172854
2019-01-31 19:22:00,0.886,0.8722216512714198,0.8320550409039489,0.8679865806894637,1.20855646897328,0.7952066717633287,0.87470645,0.7734392758165172,0.7740969148358336,0.8794385712814482,0.8189140038605675,0.9426283038192393,0.81499887,0.7431893672500423,0.7538157415470115,0.8592826160557392,0.8713465139069725
2019-01-31 19:23:00,0.873,0.8816419720638567,0.8685456117521124,0.9222346972899159,1.2225342205576146,0.8503906172776428,0.8920222,0.7728624075640017,0.8013587495218115,0.9082149307138865,0.7506854166518095,1.0154402686392292,0.85522896,0.7421005845058734,0.7637844806443053,0.8944251952490128,0.9001185615960332
2019-01-31 19:24:00,0.999,0.8843223071565043,0.8598223046687651,0.9117640335964519,1.2586182017322367,0.8436685947914404,0.8812438,0.8105025208463084,0.7897358999875593,0.8992981119704716,0.787916369977154,0.8312781692773692,0.847055,0.8224898344745051,0.7645464108613539,0.8848402471184689,0.8902709684646364
2019-01-31 19:25:00,0.94,0.9760482362865976,0.9509377964144726,1.003787127536881,1.3406278497050725,0.8993275287525735,0.976853,0.9140387080072931,0.8903684057599087,1.0063685240438691,0.7936677400417763,1.0090779752806522,0.91026926,0.8715576581120066,0.8521739654546757,0.9743194812564699,0.9903200702877581
2019-01-31 19:26:00,0.872,0.9268886927295155,0.9095679243600957,0.9380958032779257,1.2402824098340584,0.8500977556122913,0.91660506,0.8375040624070591,0.8306103517807119,0.9432852459727047,0.8214746457857602,0.7509208113439656,0.8433262,0.8665797445702976,0.8183814307249181,0.9103280788896153,0.9273504293050547
2019-01-31 19:27:00,0.848,0.9108599990373689,0.8640896407282775,0.8987444641077825,1.2056954099539934,0.8452702248238364,0.89878154,0.7968685000902254,0.7992827621615356,0.8781701744360599,0.8696473187016619,0.8880857902761081,0.84687316,0.7773397236829835,0.7543368962920135,0.8806423351826067,0.8884573192719212
2019-01-31 19:28:00,1.013,0.8653732938856715,0.8489333962540236,0.8903392858706423,1.2717579521340694,0.8516931400167997,0.8678286,0.7944704098791713,0.7777167682985869,0.858571795005837,0.9151843656648436,0.8268055123051525,0.8290144,0.8313628239721889,0.7565968160967437,0.8614385272362555,0.8632002012825206
2019-01-31 19:29:00,1.095,0.9791396906616707,0.9671923002773064,1.0503280959706771,1.2964906388779585,0.9492831020662763,0.99417615,0.9070103963854332,0.9027859947257775,1.0347765782022134,1.128233460777202,0.878971036782394,0.92270887,0.8700179358961602,0.8572381517463463,1.000497423130396,1.0144763637852496
