,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Ensemble - Mediana (ML),Ensemble - Mediana (RNAs),Ensemble - Mediana,Ensemble - Média (ML),Ensemble - Média (RNAs),Ensemble - Média
0,0.2545530179190522,0.2519841049366816,0.2410247608516701,157.4606603919357,0.3434112678054589,0.3684340323928096,0.9424442122292932,1.1111647886239744,0.2461566159904869,0.4160426087576048,0.3007435353900052,2.0015919268660647,0.7428842729594483,1.141582094137502,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
1,0.2545530179190522,0.2519841049366816,0.243080565735873,157.8776532643504,0.3262223399063778,0.3639193370323687,0.9517662142075236,1.1188803242864016,0.2492058392594046,0.3293295962675496,0.3095175015935818,1.3857642319233636,0.8650965415861138,1.1357062660998345,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
2,0.2545530179190522,0.2519841049366816,0.2422888431181365,157.87133626434064,0.3211418395494735,0.391219337460058,0.9766184722879022,1.0969184807377748,0.2424588063938204,0.3204851447040005,0.3281959043466552,1.8041313053917367,1.081219323341075,1.227100680089362,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
3,0.2545530179190522,0.2519841049366816,0.2426056026398287,157.68459357693712,0.3307786216891283,0.3385802577325899,0.9415072597056172,1.0551543432374892,0.2487760249519149,0.3029025157071588,0.2992160795797918,1.7127758636821977,0.8706515991609735,1.146821780008365,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
4,0.2545530179190522,0.2519841049366816,0.2396395233197785,157.54293911253967,0.3737435456904578,0.3285006080652147,0.95211053668401,1.0752362607181047,0.2466245770684539,0.3116956134608459,0.3335369450751549,1.748177130206628,1.047655317259876,1.1656992247841584,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
5,0.2545530179190522,0.2519841049366816,0.2416212161193272,158.2070980658224,0.340759697501924,0.3904360329925854,0.94592688224768,1.094679383267333,0.2424409293489649,0.3022425875996242,0.3677736039916065,1.6836563664760922,0.8914605903989328,1.176800884757316,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
6,0.2545530179190522,0.2519841049366816,0.2409595845599877,157.81854074100585,0.3256704509669414,0.3804694007835004,0.9610442412997316,1.0882352867798588,0.2400047385105242,0.2895531351175362,0.3309094047632664,1.7115174322630462,0.9318237848608416,1.3834773135930616,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
7,0.2545530179190522,0.2519841049366816,0.2393557790110027,158.02505854588395,0.3218006572970018,0.3848198857457869,0.9354777995629564,1.1145752720149078,0.240802798005787,0.2813239088846448,0.3063299071890227,1.8137459548502357,0.983922521217812,1.09034221660305,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
8,0.2545530179190522,0.2519841049366816,0.2419556787693813,157.7161567431757,0.3161214763302385,0.3732258017137594,0.9392325273154952,1.070808422689293,0.2534736760686226,0.3113869389698224,0.3467525608675254,1.5862096717186915,0.9606214515718936,1.0160750635749702,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
9,0.2545530179190522,0.2519841049366816,0.2414460178244062,157.59029005750943,0.3419231355142167,0.4220885470544954,0.9528802895577154,1.0931560302777652,0.2418949440202729,0.3023520720709851,0.336201283152362,1.695209988772817,0.8691302336977614,1.1647320906830112,0.24026572502890606,0.2597151424688989,0.2379924021799031,0.24026572502890606,0.34508423322478304,0.28484245790073653
