,ARMA,ELM,ARMA+ELM,MLP,ARMA+MLP,ESN,ARMA+ESN,RBF,ARMA+RBF,ACTUAL
2016-02-18 00:02:00,0.3781479123781577,0.39858102717458754,0.2532437447629414,0.7533004,0.12698395287498387,0.2590362434579599,0.06606400817148383,0.8141496,0.2582000020693198,0.238
2016-02-18 00:03:00,0.3523941167440512,0.35426882030218526,0.15698554074028115,0.71042687,0.0995581277456381,0.30455788828690616,0.03241220250939625,0.812891,0.3030016549673178,0.701
2016-02-18 00:04:00,0.5648499124456579,0.6771334380210252,0.44910930290024886,0.92236215,0.3326299779821569,0.7137155821863412,0.004613354167004147,1.101755,0.5577459924627477,0.433
2016-02-18 00:05:00,0.4559948441326196,0.5156068092480227,0.3626563676521275,0.77772665,0.21283626525993893,0.5191315112976507,-0.036688095604876514,1.0114524,0.3658149239360864,0.194
2016-02-18 00:06:00,0.34427386772475854,0.30988369065393295,0.20945161098983167,0.66948634,0.09406644356094018,0.31478757660737733,-0.059426096221093516,0.9020128,0.20849854004226342,0.103
2016-02-18 00:07:00,0.28675272060263257,0.22985367226158795,0.16128033397506014,0.6246746,0.029881735571504642,0.2319344869937369,-0.0929449287342905,0.82156366,0.15555049968588452,0.09
2016-02-18 00:08:00,0.2525848099400818,0.23555317385988955,0.10289425469547142,0.60073286,-0.01147473366953733,0.2115737237925804,-0.10932059418953344,0.77167004,0.1882668682744324,0.093
2016-02-18 00:09:00,0.23005032981686346,0.20792163258820048,0.10298316990058254,0.5578979,-0.033235068666412904,0.21643513223854055,-0.1245930818747425,0.8526562,0.1609928652172541,0.087
2016-02-18 00:10:00,0.21034315934243075,0.18631957893783388,0.06031582080624842,0.5320382,-0.048910819386817295,0.19763895398150694,-0.12151064960225577,0.92012715,0.15935162415566317,0.091
2016-02-18 00:11:00,0.20489815287387403,0.1836133927889973,0.04776867299684895,0.52773345,-0.05085274167263476,0.17995793555173584,-0.12535413571562382,0.9482732,0.15927914194858106,0.069
2016-02-18 00:12:00,0.18516014540924441,0.16741540176202432,0.024400875371660025,0.5154852,-0.0696327832864343,0.15489921445245788,-0.1510013140344606,0.94339025,0.1351847502066077,0.067
